"isTs"	"is1stLast"	"prevCol"	"del.t"	"condName"
TRUE	"l"	"GSM564475"	3300	"GSM564476"
TRUE	"f"	NA	0	"GSM743945"
TRUE	"m"	"GSM743945"	4.0002	"GSM743946"
TRUE	"m"	"GSM743946"	19.9998	"GSM743951"
TRUE	"m"	"GSM743951"	4.0002	"GSM743952"
TRUE	"m"	"GSM743952"	3.9996	"GSM743953"
TRUE	"m"	"GSM743953"	4.0002	"GSM743954"
TRUE	"m"	"GSM743954"	4.0002	"GSM743955"
TRUE	"m"	"GSM743955"	3.9996	"GSM743956"
TRUE	"m"	"GSM743956"	4.0002	"GSM743957"
TRUE	"m"	"GSM743957"	4.0002	"GSM743958"
TRUE	"m"	"GSM743958"	3.9996	"GSM743959"
TRUE	"m"	"GSM743959"	4.0002	"GSM743960"
TRUE	"m"	"GSM743960"	4.0002	"GSM743961"
TRUE	"m"	"GSM743961"	3.9996	"GSM743962"
TRUE	"m"	"GSM743962"	4.0002	"GSM743963"
TRUE	"m"	"GSM743963"	4.0002	"GSM743964"
TRUE	"m"	"GSM743964"	3.9996	"GSM743965"
TRUE	"m"	"GSM743965"	4.0002	"GSM743966"
TRUE	"m"	"GSM743966"	4.0002	"GSM743967"
TRUE	"m"	"GSM743967"	3.9996	"GSM743968"
TRUE	"m"	"GSM743968"	4.0002	"GSM743969"
TRUE	"m"	"GSM743969"	4.0002	"GSM743970"
TRUE	"m"	"GSM743970"	3.9996	"GSM743971"
TRUE	"m"	"GSM743971"	4.0001844	"GSM743972"
TRUE	"m"	"GSM743972"	3.999999	"GSM743973"
TRUE	"m"	"GSM743973"	3.999999	"GSM743974"
TRUE	"l"	"GSM743974"	3.999999	"GSM743975"
TRUE	"f"	NA	0	"GSM743977"
TRUE	"m"	"GSM743977"	4.99998	"GSM743978"
TRUE	"m"	"GSM743978"	5.00004	"GSM743979"
TRUE	"m"	"GSM743979"	4.99998	"GSM743980"
TRUE	"m"	"GSM743980"	4.99998	"GSM743981"
TRUE	"m"	"GSM743981"	5.00004	"GSM743982"
TRUE	"m"	"GSM743982"	4.99998	"GSM743983"
TRUE	"m"	"GSM743983"	4.99998	"GSM743984"
TRUE	"m"	"GSM743984"	5.00004	"GSM743985"
TRUE	"m"	"GSM743985"	4.99998	"GSM743986"
TRUE	"m"	"GSM743986"	4.99998	"GSM743987"
TRUE	"m"	"GSM743987"	5.00004	"GSM743988"
TRUE	"m"	"GSM743988"	4.99998	"GSM743989"
TRUE	"m"	"GSM743989"	4.99998	"GSM743990"
TRUE	"m"	"GSM743990"	5.00004	"GSM743991"
TRUE	"m"	"GSM743991"	4.99998	"GSM743992"
TRUE	"m"	"GSM743992"	25.00002	"GSM743997"
TRUE	"m"	"GSM743997"	4.99998	"GSM743998"
TRUE	"m"	"GSM743998"	4.99998	"GSM743999"
TRUE	"m"	"GSM743999"	5.00004	"GSM744000"
TRUE	"m"	"GSM744000"	4.99998	"GSM744001"
TRUE	"m"	"GSM744001"	4.99998	"GSM744002"
TRUE	"m"	"GSM744002"	5.00004	"GSM744003"
TRUE	"m"	"GSM744003"	4.99998	"GSM744004"
TRUE	"m"	"GSM744004"	4.99998	"GSM744005"
TRUE	"m"	"GSM744005"	5.00004	"GSM744006"
TRUE	"m"	"GSM744006"	4.99998	"GSM744007"
TRUE	"m"	"GSM744007"	4.99998	"GSM744008"
TRUE	"m"	"GSM744008"	5.00004	"GSM744009"
TRUE	"m"	"GSM744009"	4.99998	"GSM744010"
TRUE	"m"	"GSM744010"	4.99998	"GSM744011"
TRUE	"m"	"GSM744011"	5.00004	"GSM744012"
TRUE	"m"	"GSM744012"	4.99998	"GSM744013"
TRUE	"m"	"GSM744013"	4.99998	"GSM744014"
TRUE	"m"	"GSM744014"	5.00004	"GSM744015"
TRUE	"m"	"GSM744015"	4.99998	"GSM744016"
TRUE	"m"	"GSM744016"	4.99998	"GSM744017"
TRUE	"m"	"GSM744017"	5.00004	"GSM744018"
TRUE	"m"	"GSM744018"	4.99998	"GSM744019"
TRUE	"m"	"GSM744019"	4.99998	"GSM744020"
TRUE	"m"	"GSM744020"	5.00004	"GSM744021"
TRUE	"m"	"GSM744021"	4.99998	"GSM744022"
TRUE	"m"	"GSM744022"	4.99998	"GSM744023"
TRUE	"m"	"GSM744023"	5.00004	"GSM744024"
TRUE	"l"	"GSM744024"	4.99998	"GSM744025"
TRUE	"f"	NA	0	"GSM744026"
TRUE	"m"	"GSM744026"	16.2	"GSM744030"
TRUE	"m"	"GSM744030"	4.2	"GSM744031"
TRUE	"m"	"GSM744031"	3.6	"GSM744032"
TRUE	"m"	"GSM744032"	4.2	"GSM744033"
TRUE	"m"	"GSM744033"	4.2	"GSM744034"
TRUE	"m"	"GSM744034"	3.6	"GSM744035"
TRUE	"m"	"GSM744035"	4.2	"GSM744036"
TRUE	"m"	"GSM744036"	4.2	"GSM744037"
TRUE	"m"	"GSM744037"	3.6	"GSM744038"
TRUE	"m"	"GSM744038"	4.2	"GSM744039"
TRUE	"m"	"GSM744039"	4.2	"GSM744040"
TRUE	"m"	"GSM744040"	3.6	"GSM744041"
TRUE	"m"	"GSM744041"	4.2	"GSM744042"
TRUE	"m"	"GSM744042"	4.2	"GSM744043"
TRUE	"m"	"GSM744043"	3.6	"GSM744044"
TRUE	"m"	"GSM744044"	4.2	"GSM744045"
TRUE	"m"	"GSM744045"	4.2	"GSM744046"
TRUE	"m"	"GSM744046"	3.6	"GSM744047"
TRUE	"m"	"GSM744047"	4.2	"GSM744048"
TRUE	"m"	"GSM744048"	4.2	"GSM744049"
TRUE	"m"	"GSM744049"	3.6	"GSM744050"
TRUE	"m"	"GSM744050"	4.2	"GSM744051"
TRUE	"m"	"GSM744051"	4.2	"GSM744052"
TRUE	"m"	"GSM744052"	3.6	"GSM744053"
TRUE	"m"	"GSM744053"	4.2	"GSM744054"
TRUE	"m"	"GSM744054"	4.2	"GSM744055"
TRUE	"l"	"GSM744055"	3.6	"GSM744056"
TRUE	"f"	NA	0	"GSM1338360"
TRUE	"l"	"GSM1338360"	11520	"GSM1338366"
TRUE	"f"	NA	0	"GSM1338361"
TRUE	"l"	"GSM1338361"	11520	"GSM1338367"
TRUE	"f"	NA	0	"GSM1338362"
TRUE	"l"	"GSM1338362"	11520	"GSM1338368"
FALSE	"e"	NA	0	"GSM1005272"
FALSE	"e"	NA	0	"GSM1005273"
FALSE	"e"	NA	0	"GSM1005274"
FALSE	"e"	NA	0	"GSM1005275"
FALSE	"e"	NA	0	"GSM1005276"
FALSE	"e"	NA	0	"GSM1005277"
FALSE	"e"	NA	0	"GSM1005278"
FALSE	"e"	NA	0	"GSM1005279"
FALSE	"e"	NA	0	"GSM1005280"
FALSE	"e"	NA	0	"GSM1005281"
FALSE	"e"	NA	0	"GSM1005282"
FALSE	"e"	NA	0	"GSM1005283"
FALSE	"e"	NA	0	"GSM1005284"
FALSE	"e"	NA	0	"GSM1005285"
FALSE	"e"	NA	0	"GSM1005286"
FALSE	"e"	NA	0	"GSM1005287"
FALSE	"e"	NA	0	"GSM1005288"
FALSE	"e"	NA	0	"GSM1005289"
FALSE	"e"	NA	0	"GSM106371"
FALSE	"e"	NA	0	"GSM106372"
FALSE	"e"	NA	0	"GSM106373"
FALSE	"e"	NA	0	"GSM106374"
FALSE	"e"	NA	0	"GSM106375"
FALSE	"e"	NA	0	"GSM106376"
FALSE	"e"	NA	0	"GSM1155292"
FALSE	"e"	NA	0	"GSM1155293"
FALSE	"e"	NA	0	"GSM1155300"
FALSE	"e"	NA	0	"GSM1155308"
FALSE	"e"	NA	0	"GSM1155309"
FALSE	"e"	NA	0	"GSM1155314"
FALSE	"e"	NA	0	"GSM1155315"
FALSE	"e"	NA	0	"GSM1155318"
FALSE	"e"	NA	0	"GSM1155322"
FALSE	"e"	NA	0	"GSM1155323"
FALSE	"e"	NA	0	"GSM144220"
FALSE	"e"	NA	0	"GSM144221"
FALSE	"e"	NA	0	"GSM144222"
FALSE	"e"	NA	0	"GSM144223"
FALSE	"e"	NA	0	"GSM144224"
FALSE	"e"	NA	0	"GSM144225"
FALSE	"e"	NA	0	"GSM248450"
FALSE	"e"	NA	0	"GSM248453"
FALSE	"e"	NA	0	"GSM248455"
FALSE	"e"	NA	0	"GSM307424"
FALSE	"e"	NA	0	"GSM307425"
FALSE	"e"	NA	0	"GSM307426"
FALSE	"e"	NA	0	"GSM307469"
FALSE	"e"	NA	0	"GSM307491"
FALSE	"e"	NA	0	"GSM307492"
FALSE	"e"	NA	0	"GSM312527"
FALSE	"e"	NA	0	"GSM312528"
FALSE	"e"	NA	0	"GSM312529"
FALSE	"e"	NA	0	"GSM312530"
FALSE	"e"	NA	0	"GSM312531"
FALSE	"e"	NA	0	"GSM312532"
FALSE	"e"	NA	0	"GSM312533"
FALSE	"e"	NA	0	"GSM312534"
FALSE	"e"	NA	0	"GSM312535"
FALSE	"e"	NA	0	"GSM312536"
FALSE	"e"	NA	0	"GSM312537"
FALSE	"e"	NA	0	"GSM312538"
FALSE	"e"	NA	0	"GSM312539"
FALSE	"e"	NA	0	"GSM312540"
FALSE	"e"	NA	0	"GSM312541"
FALSE	"e"	NA	0	"GSM312542"
FALSE	"e"	NA	0	"GSM312543"
FALSE	"e"	NA	0	"GSM312544"
FALSE	"e"	NA	0	"GSM312545"
FALSE	"e"	NA	0	"GSM312546"
FALSE	"e"	NA	0	"GSM312547"
FALSE	"e"	NA	0	"GSM312548"
FALSE	"e"	NA	0	"GSM442202"
FALSE	"e"	NA	0	"GSM442205"
FALSE	"e"	NA	0	"GSM442206"
FALSE	"e"	NA	0	"GSM446621"
FALSE	"e"	NA	0	"GSM446622"
FALSE	"e"	NA	0	"GSM457288"
FALSE	"e"	NA	0	"GSM457289"
FALSE	"e"	NA	0	"GSM457290"
FALSE	"e"	NA	0	"GSM457291"
FALSE	"e"	NA	0	"GSM457292"
FALSE	"e"	NA	0	"GSM457293"
FALSE	"e"	NA	0	"GSM457294"
FALSE	"e"	NA	0	"GSM457295"
FALSE	"e"	NA	0	"GSM457296"
FALSE	"e"	NA	0	"GSM457297"
FALSE	"e"	NA	0	"GSM457298"
FALSE	"e"	NA	0	"GSM505688"
FALSE	"e"	NA	0	"GSM505689"
FALSE	"e"	NA	0	"GSM505690"
FALSE	"e"	NA	0	"GSM505691"
FALSE	"e"	NA	0	"GSM505692"
FALSE	"e"	NA	0	"GSM505693"
FALSE	"e"	NA	0	"GSM505694"
FALSE	"e"	NA	0	"GSM505695"
FALSE	"e"	NA	0	"GSM505696"
FALSE	"e"	NA	0	"GSM516818"
FALSE	"e"	NA	0	"GSM516820"
FALSE	"e"	NA	0	"GSM516822"
FALSE	"e"	NA	0	"GSM516824"
FALSE	"e"	NA	0	"GSM516825"
FALSE	"e"	NA	0	"GSM516826"
FALSE	"e"	NA	0	"GSM516827"
FALSE	"e"	NA	0	"GSM516828"
FALSE	"e"	NA	0	"GSM516829"
FALSE	"e"	NA	0	"GSM517167"
FALSE	"e"	NA	0	"GSM517168"
FALSE	"e"	NA	0	"GSM517169"
FALSE	"e"	NA	0	"GSM517170"
FALSE	"e"	NA	0	"GSM517171"
FALSE	"e"	NA	0	"GSM517172"
FALSE	"e"	NA	0	"GSM517173"
FALSE	"e"	NA	0	"GSM517174"
FALSE	"e"	NA	0	"GSM517175"
FALSE	"e"	NA	0	"GSM517176"
FALSE	"e"	NA	0	"GSM517177"
FALSE	"e"	NA	0	"GSM517178"
FALSE	"e"	NA	0	"GSM517179"
FALSE	"e"	NA	0	"GSM517180"
FALSE	"e"	NA	0	"GSM517181"
FALSE	"e"	NA	0	"GSM517182"
FALSE	"e"	NA	0	"GSM517183"
FALSE	"e"	NA	0	"GSM517184"
FALSE	"e"	NA	0	"GSM517185"
FALSE	"e"	NA	0	"GSM517186"
FALSE	"e"	NA	0	"GSM517187"
FALSE	"e"	NA	0	"GSM517188"
FALSE	"e"	NA	0	"GSM517189"
FALSE	"e"	NA	0	"GSM517190"
FALSE	"e"	NA	0	"GSM530136"
FALSE	"e"	NA	0	"GSM530139"
FALSE	"e"	NA	0	"GSM530140"
FALSE	"e"	NA	0	"GSM530145"
FALSE	"e"	NA	0	"GSM536876"
FALSE	"e"	NA	0	"GSM546892"
FALSE	"e"	NA	0	"GSM546893"
FALSE	"e"	NA	0	"GSM546894"
FALSE	"e"	NA	0	"GSM546895"
FALSE	"e"	NA	0	"GSM546896"
FALSE	"e"	NA	0	"GSM546897"
FALSE	"e"	NA	0	"GSM546898"
FALSE	"e"	NA	0	"GSM546899"
FALSE	"e"	NA	0	"GSM546900"
FALSE	"e"	NA	0	"GSM546901"
FALSE	"e"	NA	0	"GSM546902"
FALSE	"e"	NA	0	"GSM546903"
FALSE	"e"	NA	0	"GSM546904"
FALSE	"e"	NA	0	"GSM546905"
FALSE	"e"	NA	0	"GSM546906"
FALSE	"e"	NA	0	"GSM546907"
FALSE	"e"	NA	0	"GSM550271"
FALSE	"e"	NA	0	"GSM550272"
FALSE	"e"	NA	0	"GSM550273"
FALSE	"e"	NA	0	"GSM550274"
FALSE	"e"	NA	0	"GSM596042"
FALSE	"e"	NA	0	"GSM596043"
FALSE	"e"	NA	0	"GSM596044"
FALSE	"e"	NA	0	"GSM596048"
FALSE	"e"	NA	0	"GSM596049"
FALSE	"e"	NA	0	"GSM596050"
FALSE	"e"	NA	0	"GSM601597"
FALSE	"e"	NA	0	"GSM601598"
FALSE	"e"	NA	0	"GSM601599"
FALSE	"e"	NA	0	"GSM601600"
FALSE	"e"	NA	0	"GSM601601"
FALSE	"e"	NA	0	"GSM601602"
FALSE	"e"	NA	0	"GSM601603"
FALSE	"e"	NA	0	"GSM601604"
FALSE	"e"	NA	0	"GSM601605"
FALSE	"e"	NA	0	"GSM601609"
FALSE	"e"	NA	0	"GSM601610"
FALSE	"e"	NA	0	"GSM601611"
FALSE	"e"	NA	0	"GSM601612"
FALSE	"e"	NA	0	"GSM601613"
FALSE	"e"	NA	0	"GSM601614"
FALSE	"e"	NA	0	"GSM601615"
FALSE	"e"	NA	0	"GSM601616"
FALSE	"e"	NA	0	"GSM601617"
FALSE	"e"	NA	0	"GSM601618"
FALSE	"e"	NA	0	"GSM601620"
FALSE	"e"	NA	0	"GSM671865"
FALSE	"e"	NA	0	"GSM671866"
FALSE	"e"	NA	0	"GSM671867"
FALSE	"e"	NA	0	"GSM671868"
FALSE	"e"	NA	0	"GSM671869"
FALSE	"e"	NA	0	"GSM671870"
FALSE	"e"	NA	0	"GSM671871"
FALSE	"e"	NA	0	"GSM671872"
FALSE	"e"	NA	0	"GSM671873"
FALSE	"e"	NA	0	"GSM671874"
FALSE	"e"	NA	0	"GSM671875"
FALSE	"e"	NA	0	"GSM671876"
FALSE	"e"	NA	0	"GSM713184"
FALSE	"e"	NA	0	"GSM802331"
FALSE	"e"	NA	0	"GSM802332"
FALSE	"e"	NA	0	"GSM802333"
FALSE	"e"	NA	0	"GSM802334"
FALSE	"e"	NA	0	"GSM802335"
FALSE	"e"	NA	0	"GSM802336"
FALSE	"e"	NA	0	"GSM802337"
FALSE	"e"	NA	0	"GSM802338"
FALSE	"e"	NA	0	"GSM802339"
FALSE	"e"	NA	0	"GSM802343"
FALSE	"e"	NA	0	"GSM802344"
FALSE	"e"	NA	0	"GSM802345"
FALSE	"e"	NA	0	"GSM802346"
FALSE	"e"	NA	0	"GSM802347"
FALSE	"e"	NA	0	"GSM802348"
FALSE	"e"	NA	0	"GSM802349"
FALSE	"e"	NA	0	"GSM802350"
FALSE	"e"	NA	0	"GSM802351"
FALSE	"e"	NA	0	"GSM802352"
FALSE	"e"	NA	0	"GSM802353"
FALSE	"e"	NA	0	"GSM802354"
FALSE	"e"	NA	0	"GSM881406"
FALSE	"e"	NA	0	"GSM881407"
FALSE	"e"	NA	0	"GSM881408"
FALSE	"e"	NA	0	"GSM881409"
FALSE	"e"	NA	0	"GSM881410"
FALSE	"e"	NA	0	"GSM881411"
FALSE	"e"	NA	0	"GSM881412"
FALSE	"e"	NA	0	"GSM881413"
FALSE	"e"	NA	0	"GSM881414"
FALSE	"e"	NA	0	"GSM881415"
FALSE	"e"	NA	0	"GSM881416"
FALSE	"e"	NA	0	"GSM881417"
FALSE	"e"	NA	0	"GSM881418"
FALSE	"e"	NA	0	"GSM886626"
FALSE	"e"	NA	0	"GSM886627"
FALSE	"e"	NA	0	"GSM886628"
FALSE	"e"	NA	0	"GSM886629"
FALSE	"e"	NA	0	"GSM886630"
FALSE	"e"	NA	0	"GSM886631"
FALSE	"e"	NA	0	"GSM886635"
FALSE	"e"	NA	0	"GSM886636"
FALSE	"e"	NA	0	"GSM886637"
FALSE	"e"	NA	0	"GSM886638"
FALSE	"e"	NA	0	"GSM886639"
FALSE	"e"	NA	0	"GSM886640"
FALSE	"e"	NA	0	"GSM886641"
FALSE	"e"	NA	0	"GSM886642"
FALSE	"e"	NA	0	"GSM886643"
FALSE	"e"	NA	0	"GSM886644"
FALSE	"e"	NA	0	"GSM886645"
FALSE	"e"	NA	0	"GSM886646"
FALSE	"e"	NA	0	"GSM886647"
FALSE	"e"	NA	0	"GSM886648"
FALSE	"e"	NA	0	"GSM886649"
FALSE	"e"	NA	0	"GSM886650"
FALSE	"e"	NA	0	"GSM886651"
FALSE	"e"	NA	0	"GSM886652"
FALSE	"e"	NA	0	"GSM886653"
FALSE	"e"	NA	0	"GSM886654"
FALSE	"e"	NA	0	"GSM886655"
FALSE	"e"	NA	0	"GSM886656"
FALSE	"e"	NA	0	"GSM886657"
FALSE	"e"	NA	0	"GSM886658"
FALSE	"e"	NA	0	"GSM960665"
FALSE	"e"	NA	0	"GSM960666"
FALSE	"e"	NA	0	"GSM98273"
FALSE	"e"	NA	0	"GSM992839"
FALSE	"e"	NA	0	"GSM1627959"
FALSE	"e"	NA	0	"GSM1627960"
