"isTs"	"is1stLast"	"prevCol"	"del.t"	"condName"
TRUE	"f"	NA	0	"GSM596873"
TRUE	"m"	"GSM596873"	45	"GSM596875"
TRUE	"m"	"GSM596875"	45	"GSM596876"
TRUE	"l"	"GSM596876"	90	"GSM596874"
TRUE	"f"	NA	0	"GSM614229"
TRUE	"m"	"GSM614229"	15	"GSM614231"
TRUE	"l"	"GSM614231"	30	"GSM614233"
TRUE	"f"	NA	0	"GSM614230"
TRUE	"m"	"GSM614230"	15	"GSM614232"
TRUE	"l"	"GSM614232"	30	"GSM614234"
TRUE	"f"	NA	0	"GSM614235"
TRUE	"m"	"GSM614235"	15	"GSM614237"
TRUE	"l"	"GSM614237"	30	"GSM614239"
TRUE	"f"	NA	0	"GSM614236"
TRUE	"m"	"GSM614236"	15	"GSM614238"
TRUE	"l"	"GSM614238"	30	"GSM614240"
TRUE	"f"	NA	0	"GSM614241"
TRUE	"m"	"GSM614241"	15	"GSM614243"
TRUE	"l"	"GSM614243"	30	"GSM614245"
FALSE	"e"	NA	0	"GSM614246"
FALSE	"e"	NA	0	"GSM630778"
TRUE	"f"	NA	0	"GSM630779"
TRUE	"m"	"GSM630779"	15	"GSM630780"
TRUE	"l"	"GSM630780"	30	"GSM630781"
TRUE	"f"	NA	0	"GSM630782"
TRUE	"l"	"GSM630782"	45	"GSM630784"
TRUE	"f"	NA	0	"GSM673317"
TRUE	"m"	"GSM673317"	15	"GSM673320"
TRUE	"m"	"GSM673320"	20	"GSM673323"
TRUE	"l"	"GSM673323"	20	"GSM673326"
TRUE	"f"	NA	0	"GSM673324"
TRUE	"l"	"GSM673324"	20	"GSM673327"
TRUE	"f"	NA	0	"GSM673319"
TRUE	"m"	"GSM673319"	15	"GSM673322"
TRUE	"m"	"GSM673322"	20	"GSM673325"
TRUE	"l"	"GSM673325"	20	"GSM673328"
FALSE	"e"	NA	0	"GSM826840"
FALSE	"e"	NA	0	"GSM842092"
FALSE	"e"	NA	0	"GSM842093"
FALSE	"e"	NA	0	"GSM842099"
TRUE	"f"	NA	0	"GSM1374163"
TRUE	"m"	"GSM1374163"	20	"GSM1374164"
TRUE	"m"	"GSM1374164"	300	"GSM1374179"
TRUE	"l"	"GSM1374179"	20	"GSM1374180"
TRUE	"f"	NA	0	"GSM1374181"
TRUE	"m"	"GSM1374181"	90	"GSM1374189"
TRUE	"m"	"GSM1374189"	20	"GSM1374190"
TRUE	"m"	"GSM1374190"	20	"GSM1374191"
TRUE	"m"	"GSM1374191"	20	"GSM1374192"
TRUE	"m"	"GSM1374192"	20	"GSM1374193"
TRUE	"m"	"GSM1374193"	20	"GSM1374194"
TRUE	"m"	"GSM1374194"	20	"GSM1374195"
TRUE	"l"	"GSM1374195"	20	"GSM1374196"
TRUE	"f"	NA	0	"GSM1374206"
TRUE	"m"	"GSM1374206"	20	"GSM1374207"
TRUE	"m"	"GSM1374207"	20	"GSM1374208"
TRUE	"m"	"GSM1374208"	20	"GSM1374209"
TRUE	"m"	"GSM1374209"	20	"GSM1374210"
TRUE	"m"	"GSM1374210"	20	"GSM1374211"
TRUE	"l"	"GSM1374211"	20	"GSM1374212"
TRUE	"f"	NA	0	"GSM1374220"
TRUE	"m"	"GSM1374220"	15	"GSM1374221"
TRUE	"m"	"GSM1374221"	15	"GSM1374222"
TRUE	"m"	"GSM1374222"	15	"GSM1374223"
TRUE	"m"	"GSM1374223"	5	"GSM1374230"
TRUE	"m"	"GSM1374230"	10	"GSM1374224"
TRUE	"m"	"GSM1374224"	15	"GSM1374225"
TRUE	"m"	"GSM1374225"	15	"GSM1374226"
TRUE	"m"	"GSM1374226"	15	"GSM1374227"
TRUE	"m"	"GSM1374227"	15	"GSM1374228"
TRUE	"l"	"GSM1374228"	15	"GSM1374229"
TRUE	"f"	NA	0	"GSM1374237"
TRUE	"m"	"GSM1374237"	15	"GSM1374238"
TRUE	"m"	"GSM1374238"	15	"GSM1374239"
TRUE	"m"	"GSM1374239"	15	"GSM1374240"
TRUE	"m"	"GSM1374240"	15	"GSM1374241"
TRUE	"m"	"GSM1374241"	5	"GSM1374248"
TRUE	"m"	"GSM1374248"	10	"GSM1374242"
TRUE	"m"	"GSM1374242"	15	"GSM1374243"
TRUE	"m"	"GSM1374243"	15	"GSM1374244"
TRUE	"m"	"GSM1374244"	15	"GSM1374245"
TRUE	"m"	"GSM1374245"	15	"GSM1374246"
TRUE	"l"	"GSM1374246"	15	"GSM1374247"
TRUE	"f"	NA	0	"GSM1374256"
TRUE	"m"	"GSM1374256"	18	"GSM1374257"
TRUE	"m"	"GSM1374257"	18	"GSM1374258"
TRUE	"m"	"GSM1374258"	18	"GSM1374259"
TRUE	"m"	"GSM1374259"	18	"GSM1374260"
TRUE	"m"	"GSM1374260"	18	"GSM1374261"
TRUE	"m"	"GSM1374261"	18	"GSM1374262"
TRUE	"m"	"GSM1374262"	18	"GSM1374263"
TRUE	"m"	"GSM1374263"	18	"GSM1374264"
TRUE	"m"	"GSM1374264"	18	"GSM1374265"
TRUE	"m"	"GSM1374265"	18	"GSM1374266"
TRUE	"m"	"GSM1374266"	18	"GSM1374267"
TRUE	"l"	"GSM1374267"	18	"GSM1374268"
TRUE	"f"	NA	0	"GSM1374275"
TRUE	"m"	"GSM1374275"	18	"GSM1374276"
TRUE	"m"	"GSM1374276"	18	"GSM1374277"
TRUE	"m"	"GSM1374277"	18	"GSM1374278"
TRUE	"m"	"GSM1374278"	18	"GSM1374279"
TRUE	"m"	"GSM1374279"	18	"GSM1374280"
TRUE	"m"	"GSM1374280"	18	"GSM1374281"
TRUE	"m"	"GSM1374281"	18	"GSM1374282"
TRUE	"m"	"GSM1374282"	18	"GSM1374283"
TRUE	"m"	"GSM1374283"	18	"GSM1374284"
TRUE	"m"	"GSM1374284"	18	"GSM1374285"
TRUE	"m"	"GSM1374285"	18	"GSM1374286"
TRUE	"m"	"GSM1374286"	18	"GSM1374287"
TRUE	"l"	"GSM1374287"	18	"GSM1374288"
TRUE	"f"	NA	0	"GSM1374289"
TRUE	"m"	"GSM1374289"	126	"GSM1374296"
TRUE	"m"	"GSM1374296"	18	"GSM1374297"
TRUE	"m"	"GSM1374297"	18	"GSM1374298"
TRUE	"m"	"GSM1374298"	18	"GSM1374299"
TRUE	"m"	"GSM1374299"	18	"GSM1374300"
TRUE	"m"	"GSM1374300"	18	"GSM1374301"
TRUE	"m"	"GSM1374301"	18	"GSM1374302"
TRUE	"m"	"GSM1374302"	18	"GSM1374303"
TRUE	"m"	"GSM1374303"	18	"GSM1374304"
TRUE	"m"	"GSM1374304"	18	"GSM1374305"
TRUE	"m"	"GSM1374305"	18	"GSM1374306"
TRUE	"m"	"GSM1374306"	18	"GSM1374307"
TRUE	"l"	"GSM1374307"	18	"GSM1374308"
FALSE	"e"	NA	0	"GSM344188"
FALSE	"e"	NA	0	"GSM344190"
FALSE	"e"	NA	0	"GSM344192"
FALSE	"e"	NA	0	"GSM344194"
FALSE	"e"	NA	0	"GSM344196"
FALSE	"e"	NA	0	"GSM344198"
FALSE	"e"	NA	0	"GSM344200"
FALSE	"e"	NA	0	"GSM344202"
FALSE	"e"	NA	0	"GSM344204"
FALSE	"e"	NA	0	"GSM344206"
FALSE	"e"	NA	0	"GSM344208"
FALSE	"e"	NA	0	"GSM344210"
TRUE	"f"	NA	0	"GSM661239"
TRUE	"m"	"GSM661239"	5	"GSM661240"
TRUE	"m"	"GSM661240"	5	"GSM661241"
TRUE	"m"	"GSM661241"	5	"GSM661242"
TRUE	"m"	"GSM661242"	10	"GSM661243"
TRUE	"m"	"GSM661243"	10	"GSM661244"
TRUE	"l"	"GSM661244"	10	"GSM661245"
TRUE	"f"	NA	0	"GSM661246"
TRUE	"m"	"GSM661246"	5	"GSM661247"
TRUE	"m"	"GSM661247"	5	"GSM661248"
TRUE	"m"	"GSM661248"	5	"GSM661249"
TRUE	"m"	"GSM661249"	10	"GSM661250"
TRUE	"m"	"GSM661250"	10	"GSM661251"
TRUE	"l"	"GSM661251"	10	"GSM661252"
TRUE	"f"	NA	0	"GSM661254"
TRUE	"m"	"GSM661254"	20	"GSM661255"
TRUE	"m"	"GSM661255"	40	"GSM661256"
TRUE	"m"	"GSM661256"	20	"GSM661257"
TRUE	"m"	"GSM661257"	20	"GSM661258"
TRUE	"m"	"GSM661258"	20	"GSM661259"
TRUE	"l"	"GSM661259"	40	"GSM661260"
TRUE	"f"	NA	0	"GSM661262"
TRUE	"m"	"GSM661262"	20	"GSM661263"
TRUE	"m"	"GSM661263"	40	"GSM661264"
TRUE	"m"	"GSM661264"	20	"GSM661265"
TRUE	"m"	"GSM661265"	20	"GSM661266"
TRUE	"m"	"GSM661266"	20	"GSM661267"
TRUE	"l"	"GSM661267"	40	"GSM661268"
TRUE	"f"	NA	0	"GSM661269"
TRUE	"m"	"GSM661269"	5	"GSM661270"
TRUE	"m"	"GSM661270"	5	"GSM661271"
TRUE	"m"	"GSM661271"	10	"GSM661272"
TRUE	"m"	"GSM661272"	10	"GSM661273"
TRUE	"l"	"GSM661273"	10	"GSM661274"
TRUE	"f"	NA	0	"GSM661276"
TRUE	"m"	"GSM661276"	5	"GSM661277"
TRUE	"m"	"GSM661277"	5	"GSM661278"
TRUE	"m"	"GSM661278"	10	"GSM661279"
TRUE	"m"	"GSM661279"	10	"GSM661280"
TRUE	"l"	"GSM661280"	10	"GSM661281"
TRUE	"f"	NA	0	"GSM661283"
TRUE	"m"	"GSM661283"	5	"GSM661284"
TRUE	"m"	"GSM661284"	5	"GSM661285"
TRUE	"m"	"GSM661285"	10	"GSM661286"
TRUE	"m"	"GSM661286"	10	"GSM661287"
TRUE	"m"	"GSM661287"	10	"GSM661288"
TRUE	"l"	"GSM661288"	10	"GSM661289"
TRUE	"f"	NA	0	"GSM661290"
TRUE	"m"	"GSM661290"	5	"GSM661291"
TRUE	"m"	"GSM661291"	5	"GSM661292"
TRUE	"m"	"GSM661292"	10	"GSM661293"
TRUE	"m"	"GSM661293"	10	"GSM661294"
TRUE	"m"	"GSM661294"	10	"GSM661295"
TRUE	"l"	"GSM661295"	10	"GSM661296"
TRUE	"f"	NA	0	"GSM816750"
TRUE	"m"	"GSM816750"	20	"GSM816751"
TRUE	"m"	"GSM816751"	100	"GSM816756"
TRUE	"m"	"GSM816756"	20	"GSM816757"
TRUE	"m"	"GSM816757"	20	"GSM816758"
TRUE	"m"	"GSM816758"	20	"GSM816759"
TRUE	"m"	"GSM816759"	20	"GSM816760"
TRUE	"m"	"GSM816760"	20	"GSM816761"
TRUE	"m"	"GSM816761"	20	"GSM816762"
TRUE	"l"	"GSM816762"	20	"GSM816763"
TRUE	"f"	NA	0	"GSM816765"
TRUE	"m"	"GSM816765"	20	"GSM816766"
TRUE	"m"	"GSM816766"	20	"GSM816767"
TRUE	"m"	"GSM816767"	20	"GSM816768"
TRUE	"m"	"GSM816768"	40	"GSM816770"
TRUE	"m"	"GSM816770"	20	"GSM816771"
TRUE	"m"	"GSM816771"	40	"GSM816773"
TRUE	"m"	"GSM816773"	20	"GSM816774"
TRUE	"m"	"GSM816774"	20	"GSM816775"
TRUE	"m"	"GSM816775"	20	"GSM816776"
TRUE	"m"	"GSM816776"	20	"GSM816777"
TRUE	"m"	"GSM816777"	20	"GSM816778"
TRUE	"m"	"GSM816778"	20	"GSM816779"
TRUE	"m"	"GSM816779"	20	"GSM816780"
TRUE	"l"	"GSM816780"	20	"GSM816781"
TRUE	"f"	NA	0	"GSM816783"
TRUE	"m"	"GSM816783"	15	"GSM816784"
TRUE	"m"	"GSM816784"	15	"GSM816785"
TRUE	"m"	"GSM816785"	15	"GSM816786"
TRUE	"m"	"GSM816786"	15	"GSM816787"
TRUE	"m"	"GSM816787"	15	"GSM816788"
TRUE	"m"	"GSM816788"	15	"GSM816789"
TRUE	"m"	"GSM816789"	15	"GSM816790"
TRUE	"m"	"GSM816790"	15	"GSM816791"
TRUE	"m"	"GSM816791"	15	"GSM816792"
TRUE	"m"	"GSM816792"	15	"GSM816793"
TRUE	"m"	"GSM816793"	15	"GSM816794"
TRUE	"m"	"GSM816794"	15	"GSM816795"
TRUE	"l"	"GSM816795"	15	"GSM816796"
TRUE	"f"	NA	0	"GSM1160045"
TRUE	"l"	"GSM1160045"	60	"GSM1160048"
TRUE	"f"	NA	0	"GSM1160046"
TRUE	"l"	"GSM1160046"	60	"GSM1160049"
TRUE	"f"	NA	0	"GSM1160047"
TRUE	"l"	"GSM1160047"	60	"GSM1160050"
TRUE	"f"	NA	0	"GSM1227266"
TRUE	"m"	"GSM1227266"	720	"GSM1227269"
TRUE	"l"	"GSM1227269"	2880	"GSM1227275"
TRUE	"f"	NA	0	"GSM1227267"
TRUE	"m"	"GSM1227267"	720	"GSM1227270"
TRUE	"l"	"GSM1227270"	2880	"GSM1227276"
TRUE	"f"	NA	0	"GSM1227268"
TRUE	"m"	"GSM1227268"	720	"GSM1227271"
TRUE	"l"	"GSM1227271"	2880	"GSM1227277"
TRUE	"f"	NA	0	"GSM1327173"
TRUE	"l"	"GSM1327173"	60	"GSM1327179"
TRUE	"f"	NA	0	"GSM1327175"
TRUE	"l"	"GSM1327175"	60	"GSM1327181"
TRUE	"f"	NA	0	"GSM1327177"
TRUE	"l"	"GSM1327177"	60	"GSM1327183"
FALSE	"e"	NA	0	"GSM1015516"
FALSE	"e"	NA	0	"GSM1015517"
FALSE	"e"	NA	0	"GSM1015518"
FALSE	"e"	NA	0	"GSM1015519"
FALSE	"e"	NA	0	"GSM1015520"
FALSE	"e"	NA	0	"GSM1015521"
FALSE	"e"	NA	0	"GSM1021233"
FALSE	"e"	NA	0	"GSM1021234"
FALSE	"e"	NA	0	"GSM1021235"
FALSE	"e"	NA	0	"GSM1021236"
FALSE	"e"	NA	0	"GSM1021237"
FALSE	"e"	NA	0	"GSM1021238"
FALSE	"e"	NA	0	"GSM1155294"
FALSE	"e"	NA	0	"GSM1155295"
FALSE	"e"	NA	0	"GSM1155298"
FALSE	"e"	NA	0	"GSM1155302"
FALSE	"e"	NA	0	"GSM1155310"
FALSE	"e"	NA	0	"GSM1155311"
FALSE	"e"	NA	0	"GSM116821"
FALSE	"e"	NA	0	"GSM116822"
FALSE	"e"	NA	0	"GSM116823"
FALSE	"e"	NA	0	"GSM116824"
FALSE	"e"	NA	0	"GSM116825"
FALSE	"e"	NA	0	"GSM116826"
FALSE	"e"	NA	0	"GSM1215193"
FALSE	"e"	NA	0	"GSM1215194"
FALSE	"e"	NA	0	"GSM1215195"
FALSE	"e"	NA	0	"GSM1232975"
FALSE	"e"	NA	0	"GSM1232976"
FALSE	"e"	NA	0	"GSM1232977"
FALSE	"e"	NA	0	"GSM1232980"
FALSE	"e"	NA	0	"GSM1282758"
FALSE	"e"	NA	0	"GSM1282759"
FALSE	"e"	NA	0	"GSM1282760"
FALSE	"e"	NA	0	"GSM1313452"
FALSE	"e"	NA	0	"GSM1313453"
FALSE	"e"	NA	0	"GSM1313454"
FALSE	"e"	NA	0	"GSM1323015"
FALSE	"e"	NA	0	"GSM1323016"
FALSE	"e"	NA	0	"GSM1323017"
FALSE	"e"	NA	0	"GSM1323025"
FALSE	"e"	NA	0	"GSM1323030"
FALSE	"e"	NA	0	"GSM1323031"
FALSE	"e"	NA	0	"GSM1323032"
FALSE	"e"	NA	0	"GSM1440286"
FALSE	"e"	NA	0	"GSM1440287"
FALSE	"e"	NA	0	"GSM1440288"
FALSE	"e"	NA	0	"GSM1500720"
FALSE	"e"	NA	0	"GSM1500721"
FALSE	"e"	NA	0	"GSM1500722"
FALSE	"e"	NA	0	"GSM1500725"
FALSE	"e"	NA	0	"GSM1500726"
FALSE	"e"	NA	0	"GSM1500727"
FALSE	"e"	NA	0	"GSM1500728"
FALSE	"e"	NA	0	"GSM1500729"
FALSE	"e"	NA	0	"GSM1500730"
FALSE	"e"	NA	0	"GSM1500731"
FALSE	"e"	NA	0	"GSM1500732"
FALSE	"e"	NA	0	"GSM1500733"
FALSE	"e"	NA	0	"GSM1500736"
FALSE	"e"	NA	0	"GSM1500737"
FALSE	"e"	NA	0	"GSM1500738"
FALSE	"e"	NA	0	"GSM1500739"
FALSE	"e"	NA	0	"GSM1500740"
FALSE	"e"	NA	0	"GSM1500741"
FALSE	"e"	NA	0	"GSM1500742"
FALSE	"e"	NA	0	"GSM1500743"
FALSE	"e"	NA	0	"GSM1500744"
FALSE	"e"	NA	0	"GSM1500745"
FALSE	"e"	NA	0	"GSM1500746"
FALSE	"e"	NA	0	"GSM1500747"
FALSE	"e"	NA	0	"GSM1500748"
FALSE	"e"	NA	0	"GSM1507485"
FALSE	"e"	NA	0	"GSM1507486"
FALSE	"e"	NA	0	"GSM1507487"
FALSE	"e"	NA	0	"GSM1507489"
FALSE	"e"	NA	0	"GSM1507490"
FALSE	"e"	NA	0	"GSM1507493"
FALSE	"e"	NA	0	"GSM1507495"
FALSE	"e"	NA	0	"GSM1507496"
FALSE	"e"	NA	0	"GSM1507497"
FALSE	"e"	NA	0	"GSM1507498"
FALSE	"e"	NA	0	"GSM1507499"
FALSE	"e"	NA	0	"GSM1507500"
FALSE	"e"	NA	0	"GSM1507501"
FALSE	"e"	NA	0	"GSM1507502"
FALSE	"e"	NA	0	"GSM1507503"
FALSE	"e"	NA	0	"GSM1507504"
FALSE	"e"	NA	0	"GSM1507505"
FALSE	"e"	NA	0	"GSM1507506"
FALSE	"e"	NA	0	"GSM1507507"
FALSE	"e"	NA	0	"GSM1507508"
FALSE	"e"	NA	0	"GSM1507509"
FALSE	"e"	NA	0	"GSM1507510"
FALSE	"e"	NA	0	"GSM1507511"
FALSE	"e"	NA	0	"GSM248451"
FALSE	"e"	NA	0	"GSM248454"
FALSE	"e"	NA	0	"GSM248456"
FALSE	"e"	NA	0	"GSM284873"
FALSE	"e"	NA	0	"GSM290989"
FALSE	"e"	NA	0	"GSM290990"
FALSE	"e"	NA	0	"GSM290991"
FALSE	"e"	NA	0	"GSM291115"
FALSE	"e"	NA	0	"GSM291116"
FALSE	"e"	NA	0	"GSM291117"
FALSE	"e"	NA	0	"GSM291439"
FALSE	"e"	NA	0	"GSM291445"
FALSE	"e"	NA	0	"GSM291462"
FALSE	"e"	NA	0	"GSM291523"
FALSE	"e"	NA	0	"GSM291524"
FALSE	"e"	NA	0	"GSM307423"
FALSE	"e"	NA	0	"GSM307450"
FALSE	"e"	NA	0	"GSM368434"
FALSE	"e"	NA	0	"GSM368435"
FALSE	"e"	NA	0	"GSM368436"
FALSE	"e"	NA	0	"GSM368438"
FALSE	"e"	NA	0	"GSM368439"
FALSE	"e"	NA	0	"GSM368440"
FALSE	"e"	NA	0	"GSM368441"
FALSE	"e"	NA	0	"GSM368442"
FALSE	"e"	NA	0	"GSM368443"
FALSE	"e"	NA	0	"GSM368444"
FALSE	"e"	NA	0	"GSM368445"
FALSE	"e"	NA	0	"GSM373310"
FALSE	"e"	NA	0	"GSM373312"
FALSE	"e"	NA	0	"GSM373313"
FALSE	"e"	NA	0	"GSM387990"
FALSE	"e"	NA	0	"GSM387991"
FALSE	"e"	NA	0	"GSM410205"
FALSE	"e"	NA	0	"GSM410206"
FALSE	"e"	NA	0	"GSM410207"
FALSE	"e"	NA	0	"GSM410208"
FALSE	"e"	NA	0	"GSM414678"
FALSE	"e"	NA	0	"GSM414679"
FALSE	"e"	NA	0	"GSM414680"
FALSE	"e"	NA	0	"GSM414681"
FALSE	"e"	NA	0	"GSM414682"
FALSE	"e"	NA	0	"GSM414683"
FALSE	"e"	NA	0	"GSM425043"
FALSE	"e"	NA	0	"GSM425044"
FALSE	"e"	NA	0	"GSM425045"
FALSE	"e"	NA	0	"GSM434043"
FALSE	"e"	NA	0	"GSM434044"
FALSE	"e"	NA	0	"GSM434045"
FALSE	"e"	NA	0	"GSM434046"
FALSE	"e"	NA	0	"GSM434048"
FALSE	"e"	NA	0	"GSM446617"
FALSE	"e"	NA	0	"GSM446619"
FALSE	"e"	NA	0	"GSM446620"
FALSE	"e"	NA	0	"GSM446629"
FALSE	"e"	NA	0	"GSM446630"
FALSE	"e"	NA	0	"GSM446631"
FALSE	"e"	NA	0	"GSM446632"
FALSE	"e"	NA	0	"GSM457184"
FALSE	"e"	NA	0	"GSM457299"
FALSE	"e"	NA	0	"GSM457300"
FALSE	"e"	NA	0	"GSM457761"
FALSE	"e"	NA	0	"GSM457762"
FALSE	"e"	NA	0	"GSM457763"
FALSE	"e"	NA	0	"GSM457764"
FALSE	"e"	NA	0	"GSM457765"
FALSE	"e"	NA	0	"GSM457766"
FALSE	"e"	NA	0	"GSM457767"
FALSE	"e"	NA	0	"GSM457768"
FALSE	"e"	NA	0	"GSM457769"
FALSE	"e"	NA	0	"GSM457770"
FALSE	"e"	NA	0	"GSM457771"
FALSE	"e"	NA	0	"GSM457772"
FALSE	"e"	NA	0	"GSM457774"
FALSE	"e"	NA	0	"GSM457776"
FALSE	"e"	NA	0	"GSM457777"
FALSE	"e"	NA	0	"GSM457778"
FALSE	"e"	NA	0	"GSM459756"
FALSE	"e"	NA	0	"GSM459757"
FALSE	"e"	NA	0	"GSM486536"
FALSE	"e"	NA	0	"GSM486544"
FALSE	"e"	NA	0	"GSM502520"
FALSE	"e"	NA	0	"GSM502521"
FALSE	"e"	NA	0	"GSM502526"
FALSE	"e"	NA	0	"GSM502527"
FALSE	"e"	NA	0	"GSM502528"
FALSE	"e"	NA	0	"GSM502529"
FALSE	"e"	NA	0	"GSM502530"
FALSE	"e"	NA	0	"GSM502531"
FALSE	"e"	NA	0	"GSM502532"
FALSE	"e"	NA	0	"GSM502533"
FALSE	"e"	NA	0	"GSM502534"
FALSE	"e"	NA	0	"GSM502535"
FALSE	"e"	NA	0	"GSM502536"
FALSE	"e"	NA	0	"GSM502537"
FALSE	"e"	NA	0	"GSM510392"
FALSE	"e"	NA	0	"GSM510393"
FALSE	"e"	NA	0	"GSM510394"
FALSE	"e"	NA	0	"GSM510395"
FALSE	"e"	NA	0	"GSM510396"
FALSE	"e"	NA	0	"GSM510397"
FALSE	"e"	NA	0	"GSM530135"
