"isTs"	"is1stLast"	"prevCol"	"del.t"	"condName"
FALSE	"e"	NA	0	"GSM536877"
FALSE	"e"	NA	0	"GSM536880"
FALSE	"e"	NA	0	"GSM536881"
FALSE	"e"	NA	0	"GSM543938"
FALSE	"e"	NA	0	"GSM543939"
FALSE	"e"	NA	0	"GSM543940"
FALSE	"e"	NA	0	"GSM550269"
FALSE	"e"	NA	0	"GSM550270"
FALSE	"e"	NA	0	"GSM554227"
FALSE	"e"	NA	0	"GSM554228"
FALSE	"e"	NA	0	"GSM554229"
FALSE	"e"	NA	0	"GSM554230"
FALSE	"e"	NA	0	"GSM554234"
FALSE	"e"	NA	0	"GSM561863"
FALSE	"e"	NA	0	"GSM585197"
FALSE	"e"	NA	0	"GSM591843"
FALSE	"e"	NA	0	"GSM591845"
FALSE	"e"	NA	0	"GSM601078"
FALSE	"e"	NA	0	"GSM601606"
FALSE	"e"	NA	0	"GSM601607"
FALSE	"e"	NA	0	"GSM601608"
FALSE	"e"	NA	0	"GSM601619"
FALSE	"e"	NA	0	"GSM612049"
FALSE	"e"	NA	0	"GSM612050"
FALSE	"e"	NA	0	"GSM612051"
FALSE	"e"	NA	0	"GSM612052"
FALSE	"e"	NA	0	"GSM612053"
FALSE	"e"	NA	0	"GSM612054"
FALSE	"e"	NA	0	"GSM612055"
FALSE	"e"	NA	0	"GSM612056"
FALSE	"e"	NA	0	"GSM612057"
FALSE	"e"	NA	0	"GSM612058"
FALSE	"e"	NA	0	"GSM612059"
FALSE	"e"	NA	0	"GSM612060"
FALSE	"e"	NA	0	"GSM612061"
FALSE	"e"	NA	0	"GSM612062"
FALSE	"e"	NA	0	"GSM612063"
FALSE	"e"	NA	0	"GSM612064"
FALSE	"e"	NA	0	"GSM612065"
FALSE	"e"	NA	0	"GSM612066"
FALSE	"e"	NA	0	"GSM642731"
FALSE	"e"	NA	0	"GSM642732"
FALSE	"e"	NA	0	"GSM642733"
FALSE	"e"	NA	0	"GSM642734"
FALSE	"e"	NA	0	"GSM642735"
FALSE	"e"	NA	0	"GSM642736"
FALSE	"e"	NA	0	"GSM642737"
FALSE	"e"	NA	0	"GSM642738"
FALSE	"e"	NA	0	"GSM642739"
FALSE	"e"	NA	0	"GSM642740"
FALSE	"e"	NA	0	"GSM642741"
FALSE	"e"	NA	0	"GSM642742"
FALSE	"e"	NA	0	"GSM662923"
FALSE	"e"	NA	0	"GSM662924"
FALSE	"e"	NA	0	"GSM662925"
FALSE	"e"	NA	0	"GSM662926"
FALSE	"e"	NA	0	"GSM662927"
FALSE	"e"	NA	0	"GSM667872"
FALSE	"e"	NA	0	"GSM667873"
FALSE	"e"	NA	0	"GSM667874"
FALSE	"e"	NA	0	"GSM667875"
FALSE	"e"	NA	0	"GSM667876"
FALSE	"e"	NA	0	"GSM667877"
FALSE	"e"	NA	0	"GSM667878"
FALSE	"e"	NA	0	"GSM667879"
FALSE	"e"	NA	0	"GSM667880"
FALSE	"e"	NA	0	"GSM667881"
FALSE	"e"	NA	0	"GSM667882"
FALSE	"e"	NA	0	"GSM667884"
FALSE	"e"	NA	0	"GSM667885"
FALSE	"e"	NA	0	"GSM667886"
FALSE	"e"	NA	0	"GSM667887"
FALSE	"e"	NA	0	"GSM667888"
FALSE	"e"	NA	0	"GSM667889"
FALSE	"e"	NA	0	"GSM673309"
FALSE	"e"	NA	0	"GSM673310"
FALSE	"e"	NA	0	"GSM673311"
FALSE	"e"	NA	0	"GSM673312"
FALSE	"e"	NA	0	"GSM673313"
FALSE	"e"	NA	0	"GSM673314"
FALSE	"e"	NA	0	"GSM673315"
FALSE	"e"	NA	0	"GSM673316"
FALSE	"e"	NA	0	"GSM721114"
FALSE	"e"	NA	0	"GSM721127"
FALSE	"e"	NA	0	"GSM724662"
FALSE	"e"	NA	0	"GSM724663"
FALSE	"e"	NA	0	"GSM724664"
FALSE	"e"	NA	0	"GSM724665"
FALSE	"e"	NA	0	"GSM724666"
FALSE	"e"	NA	0	"GSM724667"
FALSE	"e"	NA	0	"GSM724668"
FALSE	"e"	NA	0	"GSM724669"
FALSE	"e"	NA	0	"GSM724670"
FALSE	"e"	NA	0	"GSM724671"
FALSE	"e"	NA	0	"GSM725556"
FALSE	"e"	NA	0	"GSM725557"
FALSE	"e"	NA	0	"GSM725558"
FALSE	"e"	NA	0	"GSM725559"
FALSE	"e"	NA	0	"GSM725560"
FALSE	"e"	NA	0	"GSM725561"
FALSE	"e"	NA	0	"GSM725562"
FALSE	"e"	NA	0	"GSM725563"
FALSE	"e"	NA	0	"GSM725564"
FALSE	"e"	NA	0	"GSM725565"
FALSE	"e"	NA	0	"GSM726007"
FALSE	"e"	NA	0	"GSM777670"
FALSE	"e"	NA	0	"GSM777671"
FALSE	"e"	NA	0	"GSM788348"
FALSE	"e"	NA	0	"GSM788349"
FALSE	"e"	NA	0	"GSM788350"
FALSE	"e"	NA	0	"GSM788351"
FALSE	"e"	NA	0	"GSM788352"
FALSE	"e"	NA	0	"GSM788353"
FALSE	"e"	NA	0	"GSM788354"
FALSE	"e"	NA	0	"GSM788355"
FALSE	"e"	NA	0	"GSM788356"
FALSE	"e"	NA	0	"GSM802340"
FALSE	"e"	NA	0	"GSM802341"
FALSE	"e"	NA	0	"GSM802342"
FALSE	"e"	NA	0	"GSM823351"
FALSE	"e"	NA	0	"GSM823352"
FALSE	"e"	NA	0	"GSM823356"
FALSE	"e"	NA	0	"GSM823357"
FALSE	"e"	NA	0	"GSM823358"
FALSE	"e"	NA	0	"GSM823361"
FALSE	"e"	NA	0	"GSM823362"
FALSE	"e"	NA	0	"GSM823878"
FALSE	"e"	NA	0	"GSM823879"
FALSE	"e"	NA	0	"GSM823880"
FALSE	"e"	NA	0	"GSM823881"
FALSE	"e"	NA	0	"GSM854649"
FALSE	"e"	NA	0	"GSM854650"
FALSE	"e"	NA	0	"GSM854651"
FALSE	"e"	NA	0	"GSM854652"
FALSE	"e"	NA	0	"GSM854653"
FALSE	"e"	NA	0	"GSM854654"
FALSE	"e"	NA	0	"GSM871553"
FALSE	"e"	NA	0	"GSM871554"
FALSE	"e"	NA	0	"GSM881419"
FALSE	"e"	NA	0	"GSM881862"
FALSE	"e"	NA	0	"GSM881863"
FALSE	"e"	NA	0	"GSM881864"
FALSE	"e"	NA	0	"GSM881865"
FALSE	"e"	NA	0	"GSM881866"
FALSE	"e"	NA	0	"GSM881867"
FALSE	"e"	NA	0	"GSM897349"
FALSE	"e"	NA	0	"GSM907116"
FALSE	"e"	NA	0	"GSM907117"
FALSE	"e"	NA	0	"GSM907118"
FALSE	"e"	NA	0	"GSM907121"
FALSE	"e"	NA	0	"GSM907122"
FALSE	"e"	NA	0	"GSM907123"
FALSE	"e"	NA	0	"GSM907124"
FALSE	"e"	NA	0	"GSM907125"
FALSE	"e"	NA	0	"GSM907126"
FALSE	"e"	NA	0	"GSM907127"
FALSE	"e"	NA	0	"GSM907128"
FALSE	"e"	NA	0	"GSM907129"
FALSE	"e"	NA	0	"GSM907130"
FALSE	"e"	NA	0	"GSM907131"
FALSE	"e"	NA	0	"GSM907132"
FALSE	"e"	NA	0	"GSM907133"
FALSE	"e"	NA	0	"GSM907134"
FALSE	"e"	NA	0	"GSM907135"
FALSE	"e"	NA	0	"GSM907136"
FALSE	"e"	NA	0	"GSM907137"
FALSE	"e"	NA	0	"GSM907138"
FALSE	"e"	NA	0	"GSM907139"
FALSE	"e"	NA	0	"GSM907176"
FALSE	"e"	NA	0	"GSM907177"
FALSE	"e"	NA	0	"GSM907181"
FALSE	"e"	NA	0	"GSM907182"
FALSE	"e"	NA	0	"GSM920568"
FALSE	"e"	NA	0	"GSM920569"
FALSE	"e"	NA	0	"GSM920570"
FALSE	"e"	NA	0	"GSM945927"
FALSE	"e"	NA	0	"GSM945928"
FALSE	"e"	NA	0	"GSM945929"
FALSE	"e"	NA	0	"GSM945930"
FALSE	"e"	NA	0	"GSM950692"
FALSE	"e"	NA	0	"GSM950693"
FALSE	"e"	NA	0	"GSM950694"
FALSE	"e"	NA	0	"GSM950697"
FALSE	"e"	NA	0	"GSM950701"
FALSE	"e"	NA	0	"GSM950702"
FALSE	"e"	NA	0	"GSM950703"
FALSE	"e"	NA	0	"GSM950707"
FALSE	"e"	NA	0	"GSM950708"
FALSE	"e"	NA	0	"GSM950709"
FALSE	"e"	NA	0	"GSM954977"
FALSE	"e"	NA	0	"GSM954978"
FALSE	"e"	NA	0	"GSM954979"
FALSE	"e"	NA	0	"GSM954980"
FALSE	"e"	NA	0	"GSM960661"
FALSE	"e"	NA	0	"GSM960662"
FALSE	"e"	NA	0	"GSM960663"
FALSE	"e"	NA	0	"GSM960664"
FALSE	"e"	NA	0	"GSM98274"
FALSE	"e"	NA	0	"GSM992840"
FALSE	"e"	NA	0	"GSM992841"
FALSE	"e"	NA	0	"GSM992842"
FALSE	"e"	NA	0	"GSM992843"
FALSE	"e"	NA	0	"GSM992844"
FALSE	"e"	NA	0	"GSM992845"
FALSE	"e"	NA	0	"GSM992846"
FALSE	"e"	NA	0	"GSM992847"
FALSE	"e"	NA	0	"GSM992851"
FALSE	"e"	NA	0	"GSM992852"
FALSE	"e"	NA	0	"GSM992853"
FALSE	"e"	NA	0	"GSM1327172"
FALSE	"e"	NA	0	"GSM1327174"
FALSE	"e"	NA	0	"GSM1327176"
FALSE	"e"	NA	0	"GSM1327178"
FALSE	"e"	NA	0	"GSM1327180"
FALSE	"e"	NA	0	"GSM1327182"
FALSE	"e"	NA	0	"GSM1331740"
FALSE	"e"	NA	0	"GSM307229"
FALSE	"e"	NA	0	"GSM307239"
