"isTs"	"is1stLast"	"prevCol"	"del.t"	"condName"
TRUE	"f"	NA	0	"GSM772666"
TRUE	"l"	"GSM772666"	240	"GSM772669"
TRUE	"f"	NA	0	"GSM772667"
TRUE	"l"	"GSM772667"	240	"GSM772670"
TRUE	"f"	NA	0	"GSM772671"
TRUE	"l"	"GSM772671"	240	"GSM772674"
TRUE	"f"	NA	0	"GSM772672"
TRUE	"l"	"GSM772672"	240	"GSM772675"
TRUE	"f"	NA	0	"GSM772673"
TRUE	"l"	"GSM772673"	240	"GSM772676"
TRUE	"f"	NA	0	"GSM772677"
TRUE	"l"	"GSM772677"	240	"GSM772680"
TRUE	"f"	NA	0	"GSM772678"
TRUE	"l"	"GSM772678"	240	"GSM772681"
TRUE	"f"	NA	0	"GSM772679"
TRUE	"l"	"GSM772679"	240	"GSM772682"
FALSE	"e"	NA	0	"GSM826839"
FALSE	"e"	NA	0	"GSM826841"
TRUE	"f"	NA	0	"GSM1374149"
TRUE	"m"	"GSM1374149"	20	"GSM1374150"
TRUE	"m"	"GSM1374150"	20	"GSM1374151"
TRUE	"m"	"GSM1374151"	20	"GSM1374152"
TRUE	"m"	"GSM1374152"	20	"GSM1374153"
TRUE	"m"	"GSM1374153"	20	"GSM1374154"
TRUE	"m"	"GSM1374154"	20	"GSM1374155"
TRUE	"m"	"GSM1374155"	20	"GSM1374156"
TRUE	"m"	"GSM1374156"	20	"GSM1374157"
TRUE	"m"	"GSM1374157"	20	"GSM1374158"
TRUE	"m"	"GSM1374158"	20	"GSM1374159"
TRUE	"m"	"GSM1374159"	20	"GSM1374160"
TRUE	"m"	"GSM1374160"	20	"GSM1374161"
TRUE	"l"	"GSM1374161"	20	"GSM1374162"
TRUE	"f"	NA	0	"GSM1374165"
TRUE	"m"	"GSM1374165"	20	"GSM1374166"
TRUE	"m"	"GSM1374166"	20	"GSM1374167"
TRUE	"m"	"GSM1374167"	20	"GSM1374168"
TRUE	"m"	"GSM1374168"	20	"GSM1374169"
TRUE	"m"	"GSM1374169"	20	"GSM1374170"
TRUE	"m"	"GSM1374170"	20	"GSM1374171"
TRUE	"m"	"GSM1374171"	20	"GSM1374172"
TRUE	"m"	"GSM1374172"	20	"GSM1374173"
TRUE	"m"	"GSM1374173"	20	"GSM1374174"
TRUE	"m"	"GSM1374174"	20	"GSM1374175"
TRUE	"m"	"GSM1374175"	20	"GSM1374176"
TRUE	"m"	"GSM1374176"	20	"GSM1374177"
TRUE	"l"	"GSM1374177"	20	"GSM1374178"
TRUE	"f"	NA	0	"GSM1374182"
TRUE	"m"	"GSM1374182"	10	"GSM1374183"
TRUE	"m"	"GSM1374183"	10	"GSM1374184"
TRUE	"m"	"GSM1374184"	10	"GSM1374185"
TRUE	"m"	"GSM1374185"	10	"GSM1374186"
TRUE	"m"	"GSM1374186"	10	"GSM1374187"
TRUE	"l"	"GSM1374187"	10	"GSM1374188"
TRUE	"f"	NA	0	"GSM1374198"
TRUE	"m"	"GSM1374198"	10	"GSM1374199"
TRUE	"m"	"GSM1374199"	10	"GSM1374200"
TRUE	"m"	"GSM1374200"	10	"GSM1374201"
TRUE	"m"	"GSM1374201"	10	"GSM1374202"
TRUE	"m"	"GSM1374202"	10	"GSM1374203"
TRUE	"m"	"GSM1374203"	10	"GSM1374204"
TRUE	"l"	"GSM1374204"	10	"GSM1374205"
TRUE	"f"	NA	0	"GSM1374213"
TRUE	"m"	"GSM1374213"	15	"GSM1374214"
TRUE	"m"	"GSM1374214"	15	"GSM1374215"
TRUE	"m"	"GSM1374215"	15	"GSM1374216"
TRUE	"m"	"GSM1374216"	15	"GSM1374217"
TRUE	"m"	"GSM1374217"	15	"GSM1374218"
TRUE	"l"	"GSM1374218"	15	"GSM1374219"
TRUE	"f"	NA	0	"GSM1374231"
TRUE	"m"	"GSM1374231"	15	"GSM1374232"
TRUE	"m"	"GSM1374232"	15	"GSM1374233"
TRUE	"m"	"GSM1374233"	15	"GSM1374234"
TRUE	"m"	"GSM1374234"	15	"GSM1374235"
TRUE	"l"	"GSM1374235"	15	"GSM1374236"
TRUE	"f"	NA	0	"GSM1374249"
TRUE	"m"	"GSM1374249"	18	"GSM1374250"
TRUE	"m"	"GSM1374250"	18	"GSM1374251"
TRUE	"m"	"GSM1374251"	18	"GSM1374252"
TRUE	"m"	"GSM1374252"	18	"GSM1374253"
TRUE	"m"	"GSM1374253"	18	"GSM1374254"
TRUE	"l"	"GSM1374254"	18	"GSM1374255"
TRUE	"f"	NA	0	"GSM1374269"
TRUE	"m"	"GSM1374269"	18	"GSM1374270"
TRUE	"m"	"GSM1374270"	18	"GSM1374271"
TRUE	"m"	"GSM1374271"	18	"GSM1374272"
TRUE	"m"	"GSM1374272"	18	"GSM1374273"
TRUE	"l"	"GSM1374273"	18	"GSM1374274"
TRUE	"f"	NA	0	"GSM1374290"
TRUE	"m"	"GSM1374290"	18	"GSM1374291"
TRUE	"m"	"GSM1374291"	18	"GSM1374292"
TRUE	"m"	"GSM1374292"	18	"GSM1374293"
TRUE	"m"	"GSM1374293"	18	"GSM1374294"
TRUE	"l"	"GSM1374294"	18	"GSM1374295"
FALSE	"e"	NA	0	"GSM344187"
FALSE	"e"	NA	0	"GSM344189"
FALSE	"e"	NA	0	"GSM344191"
FALSE	"e"	NA	0	"GSM344193"
FALSE	"e"	NA	0	"GSM344195"
FALSE	"e"	NA	0	"GSM344197"
FALSE	"e"	NA	0	"GSM344199"
FALSE	"e"	NA	0	"GSM344201"
FALSE	"e"	NA	0	"GSM344203"
FALSE	"e"	NA	0	"GSM344205"
FALSE	"e"	NA	0	"GSM344207"
FALSE	"e"	NA	0	"GSM344209"
FALSE	"e"	NA	0	"GSM661253"
FALSE	"e"	NA	0	"GSM661261"
TRUE	"f"	NA	0	"GSM743947"
TRUE	"m"	"GSM743947"	4.0002	"GSM743948"
TRUE	"m"	"GSM743948"	4.0002	"GSM743949"
TRUE	"m"	"GSM743949"	3.9996	"GSM743950"
TRUE	"l"	"GSM743950"	104.0001804	"GSM743976"
TRUE	"f"	NA	0	"GSM743993"
TRUE	"m"	"GSM743993"	5.00004	"GSM743994"
TRUE	"m"	"GSM743994"	4.99998	"GSM743995"
TRUE	"l"	"GSM743995"	4.99998	"GSM743996"
TRUE	"f"	NA	0	"GSM744027"
TRUE	"m"	"GSM744027"	4.2	"GSM744028"
TRUE	"l"	"GSM744028"	3.6	"GSM744029"
TRUE	"f"	NA	0	"GSM816752"
TRUE	"m"	"GSM816752"	20	"GSM816753"
TRUE	"m"	"GSM816753"	20	"GSM816754"
TRUE	"l"	"GSM816754"	20	"GSM816755"
TRUE	"f"	NA	0	"GSM816769"
TRUE	"l"	"GSM816769"	60	"GSM816772"
FALSE	"e"	NA	0	"GSM1227263"
FALSE	"e"	NA	0	"GSM1227264"
FALSE	"e"	NA	0	"GSM1227265"
TRUE	"f"	NA	0	"GSM1312347"
TRUE	"l"	"GSM1312347"	60	"GSM1312348"
TRUE	"f"	NA	0	"GSM1312349"
TRUE	"l"	"GSM1312349"	60	"GSM1312350"
FALSE	"e"	NA	0	"GSM1338357"
FALSE	"e"	NA	0	"GSM1338358"
FALSE	"e"	NA	0	"GSM1338359"
FALSE	"e"	NA	0	"GSM1002486"
FALSE	"e"	NA	0	"GSM1002487"
FALSE	"e"	NA	0	"GSM1002488"
FALSE	"e"	NA	0	"GSM1002489"
FALSE	"e"	NA	0	"GSM1002490"
FALSE	"e"	NA	0	"GSM1002491"
FALSE	"e"	NA	0	"GSM1002492"
FALSE	"e"	NA	0	"GSM1002493"
FALSE	"e"	NA	0	"GSM1002494"
FALSE	"e"	NA	0	"GSM1002495"
FALSE	"e"	NA	0	"GSM1002496"
FALSE	"e"	NA	0	"GSM1002497"
FALSE	"e"	NA	0	"GSM1002498"
FALSE	"e"	NA	0	"GSM1002499"
FALSE	"e"	NA	0	"GSM1002500"
FALSE	"e"	NA	0	"GSM1002501"
FALSE	"e"	NA	0	"GSM1002502"
FALSE	"e"	NA	0	"GSM1002503"
FALSE	"e"	NA	0	"GSM1002504"
FALSE	"e"	NA	0	"GSM1002505"
FALSE	"e"	NA	0	"GSM1002506"
FALSE	"e"	NA	0	"GSM1002507"
FALSE	"e"	NA	0	"GSM1002508"
FALSE	"e"	NA	0	"GSM1002509"
FALSE	"e"	NA	0	"GSM1002510"
FALSE	"e"	NA	0	"GSM1002511"
FALSE	"e"	NA	0	"GSM1002512"
FALSE	"e"	NA	0	"GSM1002513"
FALSE	"e"	NA	0	"GSM1002514"
FALSE	"e"	NA	0	"GSM1002515"
FALSE	"e"	NA	0	"GSM1002516"
FALSE	"e"	NA	0	"GSM1002517"
FALSE	"e"	NA	0	"GSM1002518"
FALSE	"e"	NA	0	"GSM1002519"
FALSE	"e"	NA	0	"GSM1002520"
FALSE	"e"	NA	0	"GSM1002521"
FALSE	"e"	NA	0	"GSM1002522"
FALSE	"e"	NA	0	"GSM1002523"
FALSE	"e"	NA	0	"GSM1002524"
FALSE	"e"	NA	0	"GSM1002525"
FALSE	"e"	NA	0	"GSM1133620"
FALSE	"e"	NA	0	"GSM1133621"
FALSE	"e"	NA	0	"GSM1133622"
FALSE	"e"	NA	0	"GSM1133623"
FALSE	"e"	NA	0	"GSM1143769"
FALSE	"e"	NA	0	"GSM1143770"
FALSE	"e"	NA	0	"GSM1143771"
FALSE	"e"	NA	0	"GSM1143772"
FALSE	"e"	NA	0	"GSM1143773"
FALSE	"e"	NA	0	"GSM1143774"
FALSE	"e"	NA	0	"GSM1143775"
FALSE	"e"	NA	0	"GSM1143776"
FALSE	"e"	NA	0	"GSM1143777"
FALSE	"e"	NA	0	"GSM1143778"
FALSE	"e"	NA	0	"GSM1143779"
FALSE	"e"	NA	0	"GSM1143780"
FALSE	"e"	NA	0	"GSM1143781"
FALSE	"e"	NA	0	"GSM1155288"
FALSE	"e"	NA	0	"GSM1155289"
FALSE	"e"	NA	0	"GSM1155290"
FALSE	"e"	NA	0	"GSM1155291"
FALSE	"e"	NA	0	"GSM1155296"
FALSE	"e"	NA	0	"GSM1155297"
FALSE	"e"	NA	0	"GSM1155299"
FALSE	"e"	NA	0	"GSM1155304"
FALSE	"e"	NA	0	"GSM1155305"
FALSE	"e"	NA	0	"GSM1155306"
FALSE	"e"	NA	0	"GSM1155307"
FALSE	"e"	NA	0	"GSM1155312"
FALSE	"e"	NA	0	"GSM1155313"
FALSE	"e"	NA	0	"GSM1155316"
FALSE	"e"	NA	0	"GSM1155317"
FALSE	"e"	NA	0	"GSM1155320"
FALSE	"e"	NA	0	"GSM1155321"
FALSE	"e"	NA	0	"GSM116815"
FALSE	"e"	NA	0	"GSM116816"
FALSE	"e"	NA	0	"GSM116817"
FALSE	"e"	NA	0	"GSM116818"
FALSE	"e"	NA	0	"GSM116819"
FALSE	"e"	NA	0	"GSM116820"
FALSE	"e"	NA	0	"GSM1215190"
FALSE	"e"	NA	0	"GSM1215191"
FALSE	"e"	NA	0	"GSM1215192"
FALSE	"e"	NA	0	"GSM1215237"
FALSE	"e"	NA	0	"GSM1215238"
FALSE	"e"	NA	0	"GSM1215239"
FALSE	"e"	NA	0	"GSM1215240"
FALSE	"e"	NA	0	"GSM1215241"
FALSE	"e"	NA	0	"GSM1215242"
FALSE	"e"	NA	0	"GSM1219339"
FALSE	"e"	NA	0	"GSM1219340"
FALSE	"e"	NA	0	"GSM1219341"
FALSE	"e"	NA	0	"GSM1219342"
FALSE	"e"	NA	0	"GSM1219343"
FALSE	"e"	NA	0	"GSM1219344"
FALSE	"e"	NA	0	"GSM1219345"
FALSE	"e"	NA	0	"GSM1219346"
FALSE	"e"	NA	0	"GSM1219347"
FALSE	"e"	NA	0	"GSM1219348"
FALSE	"e"	NA	0	"GSM1219349"
FALSE	"e"	NA	0	"GSM1232978"
FALSE	"e"	NA	0	"GSM1232979"
FALSE	"e"	NA	0	"GSM1232981"
FALSE	"e"	NA	0	"GSM1232982"
FALSE	"e"	NA	0	"GSM1232983"
FALSE	"e"	NA	0	"GSM1232984"
FALSE	"e"	NA	0	"GSM1232985"
FALSE	"e"	NA	0	"GSM1282746"
FALSE	"e"	NA	0	"GSM1282747"
FALSE	"e"	NA	0	"GSM1282748"
FALSE	"e"	NA	0	"GSM1282749"
FALSE	"e"	NA	0	"GSM1282750"
FALSE	"e"	NA	0	"GSM1282751"
FALSE	"e"	NA	0	"GSM1313455"
FALSE	"e"	NA	0	"GSM1313456"
FALSE	"e"	NA	0	"GSM1313457"
FALSE	"e"	NA	0	"GSM1313458"
FALSE	"e"	NA	0	"GSM1313459"
FALSE	"e"	NA	0	"GSM1313460"
FALSE	"e"	NA	0	"GSM1323018"
FALSE	"e"	NA	0	"GSM1323019"
FALSE	"e"	NA	0	"GSM1323020"
FALSE	"e"	NA	0	"GSM1323021"
FALSE	"e"	NA	0	"GSM1323022"
FALSE	"e"	NA	0	"GSM1323023"
FALSE	"e"	NA	0	"GSM1323024"
FALSE	"e"	NA	0	"GSM1323026"
FALSE	"e"	NA	0	"GSM1323027"
FALSE	"e"	NA	0	"GSM1323028"
FALSE	"e"	NA	0	"GSM1323029"
FALSE	"e"	NA	0	"GSM1323033"
FALSE	"e"	NA	0	"GSM1323034"
FALSE	"e"	NA	0	"GSM1323035"
FALSE	"e"	NA	0	"GSM1323036"
FALSE	"e"	NA	0	"GSM1323037"
FALSE	"e"	NA	0	"GSM1323038"
FALSE	"e"	NA	0	"GSM1323039"
FALSE	"e"	NA	0	"GSM1323040"
FALSE	"e"	NA	0	"GSM1323041"
FALSE	"e"	NA	0	"GSM1329157"
FALSE	"e"	NA	0	"GSM1329159"
FALSE	"e"	NA	0	"GSM1367031"
FALSE	"e"	NA	0	"GSM1367032"
FALSE	"e"	NA	0	"GSM1367033"
FALSE	"e"	NA	0	"GSM1367034"
FALSE	"e"	NA	0	"GSM1367035"
FALSE	"e"	NA	0	"GSM1367036"
FALSE	"e"	NA	0	"GSM1367037"
FALSE	"e"	NA	0	"GSM1367038"
FALSE	"e"	NA	0	"GSM1367039"
FALSE	"e"	NA	0	"GSM1367040"
FALSE	"e"	NA	0	"GSM1367041"
FALSE	"e"	NA	0	"GSM1367042"
FALSE	"e"	NA	0	"GSM1367043"
FALSE	"e"	NA	0	"GSM1367044"
FALSE	"e"	NA	0	"GSM1367045"
FALSE	"e"	NA	0	"GSM1440289"
FALSE	"e"	NA	0	"GSM1440290"
FALSE	"e"	NA	0	"GSM1440291"
FALSE	"e"	NA	0	"GSM1500723"
FALSE	"e"	NA	0	"GSM1500724"
FALSE	"e"	NA	0	"GSM1500734"
FALSE	"e"	NA	0	"GSM1500735"
FALSE	"e"	NA	0	"GSM206775"
FALSE	"e"	NA	0	"GSM206776"
FALSE	"e"	NA	0	"GSM206778"
FALSE	"e"	NA	0	"GSM206784"
FALSE	"e"	NA	0	"GSM206787"
FALSE	"e"	NA	0	"GSM206788"
FALSE	"e"	NA	0	"GSM206790"
FALSE	"e"	NA	0	"GSM210016"
FALSE	"e"	NA	0	"GSM210017"
FALSE	"e"	NA	0	"GSM210018"
FALSE	"e"	NA	0	"GSM210019"
FALSE	"e"	NA	0	"GSM210020"
FALSE	"e"	NA	0	"GSM210021"
FALSE	"e"	NA	0	"GSM210022"
FALSE	"e"	NA	0	"GSM210023"
FALSE	"e"	NA	0	"GSM233176"
FALSE	"e"	NA	0	"GSM233177"
FALSE	"e"	NA	0	"GSM233178"
FALSE	"e"	NA	0	"GSM233179"
FALSE	"e"	NA	0	"GSM233180"
FALSE	"e"	NA	0	"GSM233182"
FALSE	"e"	NA	0	"GSM233184"
FALSE	"e"	NA	0	"GSM233191"
FALSE	"e"	NA	0	"GSM233193"
FALSE	"e"	NA	0	"GSM233194"
FALSE	"e"	NA	0	"GSM233195"
FALSE	"e"	NA	0	"GSM233196"
FALSE	"e"	NA	0	"GSM252363"
FALSE	"e"	NA	0	"GSM252364"
FALSE	"e"	NA	0	"GSM252365"
FALSE	"e"	NA	0	"GSM252366"
FALSE	"e"	NA	0	"GSM252367"
FALSE	"e"	NA	0	"GSM252368"
FALSE	"e"	NA	0	"GSM252370"
FALSE	"e"	NA	0	"GSM252373"
FALSE	"e"	NA	0	"GSM252374"
FALSE	"e"	NA	0	"GSM252375"
FALSE	"e"	NA	0	"GSM284868"
FALSE	"e"	NA	0	"GSM284869"
FALSE	"e"	NA	0	"GSM284870"
FALSE	"e"	NA	0	"GSM284871"
FALSE	"e"	NA	0	"GSM284872"
FALSE	"e"	NA	0	"GSM287991"
FALSE	"e"	NA	0	"GSM287992"
FALSE	"e"	NA	0	"GSM290901"
FALSE	"e"	NA	0	"GSM290902"
FALSE	"e"	NA	0	"GSM290903"
FALSE	"e"	NA	0	"GSM291435"
FALSE	"e"	NA	0	"GSM306565"
FALSE	"e"	NA	0	"GSM306567"
FALSE	"e"	NA	0	"GSM306569"
FALSE	"e"	NA	0	"GSM306573"
FALSE	"e"	NA	0	"GSM306577"
FALSE	"e"	NA	0	"GSM306581"
FALSE	"e"	NA	0	"GSM306588"
FALSE	"e"	NA	0	"GSM306591"
FALSE	"e"	NA	0	"GSM306605"
FALSE	"e"	NA	0	"GSM307421"
FALSE	"e"	NA	0	"GSM307422"
FALSE	"e"	NA	0	"GSM307427"
FALSE	"e"	NA	0	"GSM307468"
FALSE	"e"	NA	0	"GSM346067"
FALSE	"e"	NA	0	"GSM346068"
FALSE	"e"	NA	0	"GSM346069"
FALSE	"e"	NA	0	"GSM346070"
FALSE	"e"	NA	0	"GSM349717"
FALSE	"e"	NA	0	"GSM349719"
FALSE	"e"	NA	0	"GSM349841"
FALSE	"e"	NA	0	"GSM349842"
FALSE	"e"	NA	0	"GSM349843"
FALSE	"e"	NA	0	"GSM349844"
FALSE	"e"	NA	0	"GSM349845"
FALSE	"e"	NA	0	"GSM349846"
FALSE	"e"	NA	0	"GSM349847"
FALSE	"e"	NA	0	"GSM373307"
FALSE	"e"	NA	0	"GSM373309"
FALSE	"e"	NA	0	"GSM373311"
FALSE	"e"	NA	0	"GSM379675"
FALSE	"e"	NA	0	"GSM379676"
FALSE	"e"	NA	0	"GSM379677"
FALSE	"e"	NA	0	"GSM379678"
FALSE	"e"	NA	0	"GSM379679"
FALSE	"e"	NA	0	"GSM379680"
FALSE	"e"	NA	0	"GSM379681"
FALSE	"e"	NA	0	"GSM379682"
FALSE	"e"	NA	0	"GSM379683"
FALSE	"e"	NA	0	"GSM387989"
FALSE	"e"	NA	0	"GSM410201"
FALSE	"e"	NA	0	"GSM410202"
FALSE	"e"	NA	0	"GSM410203"
FALSE	"e"	NA	0	"GSM410204"
FALSE	"e"	NA	0	"GSM442201"
FALSE	"e"	NA	0	"GSM442203"
FALSE	"e"	NA	0	"GSM442204"
FALSE	"e"	NA	0	"GSM442207"
FALSE	"e"	NA	0	"GSM442208"
FALSE	"e"	NA	0	"GSM442209"
FALSE	"e"	NA	0	"GSM442210"
FALSE	"e"	NA	0	"GSM442211"
FALSE	"e"	NA	0	"GSM442212"
FALSE	"e"	NA	0	"GSM442213"
FALSE	"e"	NA	0	"GSM442214"
FALSE	"e"	NA	0	"GSM442215"
FALSE	"e"	NA	0	"GSM442216"
FALSE	"e"	NA	0	"GSM446618"
FALSE	"e"	NA	0	"GSM446623"
FALSE	"e"	NA	0	"GSM446624"
FALSE	"e"	NA	0	"GSM446625"
FALSE	"e"	NA	0	"GSM446626"
FALSE	"e"	NA	0	"GSM446627"
FALSE	"e"	NA	0	"GSM446628"
FALSE	"e"	NA	0	"GSM446633"
FALSE	"e"	NA	0	"GSM446634"
FALSE	"e"	NA	0	"GSM446635"
FALSE	"e"	NA	0	"GSM446636"
FALSE	"e"	NA	0	"GSM453881"
FALSE	"e"	NA	0	"GSM453882"
FALSE	"e"	NA	0	"GSM453883"
FALSE	"e"	NA	0	"GSM453884"
FALSE	"e"	NA	0	"GSM453885"
FALSE	"e"	NA	0	"GSM453886"
FALSE	"e"	NA	0	"GSM457182"
FALSE	"e"	NA	0	"GSM457183"
FALSE	"e"	NA	0	"GSM457185"
FALSE	"e"	NA	0	"GSM457186"
FALSE	"e"	NA	0	"GSM457187"
