"YOR285W"	4
"YBR017C"	2
"YPL235W"	2
"YFL067W"	3
"YGR075C"	5
"YOR223W"	5
"YBR084C-A"	2
"YBR296C"	2
"YIL132C"	2
"YML064C"	4
"YDL176W"	1
"YGL114W"	2
"YJL192C"	2
"YHR005C"	2
"YPL130W"	3
"YJR067C"	3
"YCR088W"	2
"YDR393W"	1
"YPL215W"	1
"YGR279C"	2
"YAL003W"	2
"YOR161C-C"	3
"YML023C"	4
"YDR168W"	5
"YGL196W"	1
"YFR036W"	1
"YBL089W"	2
"YHR124W"	3
"YGL036W"	1
"YJL134W"	2
"YDR231C"	1
"YHR114W"	3
"YML010W"	2
"YHR053C"	1
"YGL104C"	5
"YMR169C"	5
"YMR226C"	4
"YOL071W"	1
"YDL012C"	5
"YDR206W"	1
"YHR191C"	3
"YOR329C"	1
"YOL011W"	2
"YPL002C"	1
"YER167W"	1
"YKL194C"	1
"YDR450W"	2
"YNR062C"	3
"YHL020C"	2
"YOR025W"	2
"YGL179C"	1
"YFL046W"	3
"YHL032C"	1
"YKL140W"	2
"YPL127C"	5
"YKL211C"	2
"YBR142W"	2
"YBR295W"	1
"YDR223W"	1
"YKL085W"	1
"YLR029C"	2
"YCR020W-B"	3
"YJL025W"	2
"YMR048W"	1
"YLR312W-A"	1
"YML091C"	1
"YLR299W"	1
"YMR128W"	2
"YPR155C"	3
"YLR240W"	1
"YOR338W"	1
"YIL052C"	2
"YLR137W"	1
"YJL196C"	4
"YHR133C"	2
"YOR179C"	3
"YMR131C"	2
"YNL055C"	4
"YJR135C"	1
"YIL128W"	2
"YBR128C"	5
"YCR094W"	2
"YLR212C"	2
"YDL108W"	1
"YJR151C"	1
"YOR042W"	1
"YGL252C"	1
"YLR262C"	2
"YDL244W"	1
"YDR076W"	3
"YLL050C"	4
"YPL131W"	2
"YMR221C"	2
"YBR215W"	1
"YBR258C"	2
"YFL034C-A"	2
"YKR068C"	4
"YDR252W"	5
"YLL027W"	1
"YDR069C"	3
"YBR084W"	2
"YKL132C"	3
"YOL005C"	2
"YJL200C"	2
"YKR092C"	2
"YKR042W"	2
"YMR283C"	4
"YJL082W"	1
"YDL168W"	5
"YGL195W"	2
"YGR088W"	5
"YMR135C"	1
"YDL085W"	5
"YDL236W"	2
"YLR300W"	2
"YCR036W"	4
"YPR184W"	1
"YHR046C"	2
"YGR108W"	2
"YPL078C"	1
"YBR095C"	1
"YCL032W"	3
"YKL135C"	1
"YBR076W"	3
"YDL223C"	5
"YNR067C"	2
"YKR086W"	2
"YBR186W"	3
"YGR104C"	2
"YAL067C"	3
"YLR346C"	5
"YDR516C"	1
"YDR239C"	2
"YIL019W"	2
"YMR115W"	5
"YDL173W"	4
"YOL066C"	2
"YCL043C"	2
"YFL052W"	1
"YEL051W"	4
"YOR011W-A"	2
"YNL163C"	2
"YGL006W"	1
"YGL211W"	3
"YDL055C"	2
"YBL017C"	2
"YPL206C"	5
"YPL095C"	3
"YBR268W"	1
"YGL084C"	2
"YOL090W"	2
"YGL228W"	2
"YLL051C"	2
"YLL014W"	2
"YHR170W"	2
"YML124C"	2
"YHR065C"	2
"YOR062C"	5
"YOR157C"	5
"YOL036W"	1
"YPL067C"	5
"YMR306W"	3
"YOL145C"	2
"YOL098C"	2
"YKL219W"	4
"YGR178C"	2
"YOL021C"	2
"YBR011C"	2
"YJR140C"	2
"YGR144W"	1
"YMR008C"	4
"YMR322C"	1
"YBR141C"	2
"YJL133W"	3
"YNR061C"	2
"YDR079W"	3
"YDR454C"	2
"YIL009W"	1
"YPL262W"	5
"YIL166C"	2
"YFR038W"	2
"YDR266C"	2
"YLR001C"	1
"YER186C"	5
"YML125C"	2
"YGL048C"	4
"YBR028C"	3
"YHR118C"	2
"YGR081C"	2
"YKL047W"	4
"YHL001W"	2
"YDR440W"	2
"YNL287W"	5
"YDR460W"	3
"YLR313C"	3
"YDR062W"	2
"YOR178C"	1
"YJL016W"	1
"YOR279C"	1
"YJL218W"	2
"YDL218W"	1
"YGR071C"	2
"YLR256W"	1
"YNL032W"	2
"YJR100C"	1
"YER111C"	3
"YBL095W"	1
"YJR123W"	2
"YML083C"	3
"YML072C"	4
"YBL108C-A"	2
"YEL021W"	1
"YLR343W"	2
"YGR183C"	1
"YHR169W"	2
"YIL143C"	1
"YNL107W"	3
"YML102W"	2
"YGR027C"	2
"YHR146W"	1
"YDR361C"	2
"YIL005W"	2
"YBR301W"	3
"YHR097C"	1
"YGL253W"	2
"YOR390W"	4
"YGR258C"	1
"YDL229W"	2
"YDL119C"	5
"YJL108C"	2
"YHR157W"	2
"YJL193W"	2
"YDL155W"	2
"YHR007C-A"	3
"YER142C"	5
"YMR190C"	3
"YOR272W"	2
"YHR057C"	1
"YER103W"	1
"YHR006W"	1
"YIR026C"	2
"YBL090W"	1
"YHR024C"	2
"YOR045W"	2
"YEL062W"	2
"YOR275C"	1
"YKL125W"	1
"YPL195W"	4
"YDR145W"	1
"YGR140W"	2
"YJR057W"	5
"YIL151C"	1
"YPL216W"	3
"YER172C"	2
"YGR204C-A"	3
"YKL110C"	2
"YMR088C"	1
"YDL028C"	3
"YOR166C"	2
"YJL205C"	4
"YLR052W"	3
"YNR027W"	3
"YNL011C"	4
"YLL049W"	1
"YJR121W"	1
"YDR539W"	4
"YJR088C"	4
"YNL313C"	2
"YKL180W"	2
"YDL106C"	1
"YPL165C"	3
"YKL116C"	2
"YMR301C"	2
"YNR020C"	3
"YER140W"	1
"YNR003C"	2
"YHR204W"	2
"YIR034C"	1
"YPL259C"	2
"YEL036C"	2
"YLR185W"	2
"YBR240C"	5
"YPR178W"	1
"YMR257C"	1
"YOR016C"	2
"YCR059C"	2
"YML093W"	2
"YPL081W"	2
"YNL225C"	1
"YHR087W"	5
"YBR294W"	1
"YDR055W"	1
"YER041W"	1
"YHR038W"	3
"YOR266W"	5
"YOL063C"	1
"YNR030W"	2
"YLL028W"	4
"YFR030W"	1
"YHR005C-A"	4
"YFR004W"	5
"YDR459C"	2
"YCR076C"	5
"YPR029C"	1
"YMR087W"	5
"YKL059C"	1
"YKL081W"	2
"YLL058W"	1
"YPR055W"	1
"YFL059W"	1
"YMR149W"	2
"YNR017W"	2
"YCR007C"	3
"YDR146C"	2
"YJL088W"	1
"YCR098C"	3
"YDR318W"	1
"YHR043C"	2
"YPR048W"	2
"YCR011C"	4
"YFR035C"	3
"YLR181C"	3
"YOR321W"	3
"YFL028C"	3
"YKL188C"	1
"YBR108W"	1
"YGL089C"	2
"YPR069C"	2
"YDR415C"	2
"YOR355W"	2
"YDR243C"	5
"YOR302W"	1
"YCR073C"	1
"YLR105C"	4
"YDR262W"	1
"YOL109W"	4
"YLR248W"	1
"YDR530C"	4
"YBR246W"	2
"YKR056W"	2
"YER137C"	2
"YGR210C"	2
"YML007C-A"	2
"YGL031C"	2
"YJL166W"	4
"YNL329C"	2
"YER013W"	2
"YOR094W"	2
"YGL013C"	1
"YBR270C"	1
"YOL112W"	1
"YHR001W"	1
"YKR062W"	2
"YAL011W"	2
"YML067C"	2
"YPR015C"	1
"YIL094C"	2
"YIL159W"	3
"YJL085W"	2
"YEL076C"	3
"YOR074C"	2
"YBL072C"	2
"YFR032C"	3
"YER183C"	2
"YKL069W"	4
"YKR037C"	1
"YER069W"	1
"YDR001C"	5
"YOR032C"	3
"YNR075W"	2
"YPL097W"	1
"YHR166C"	1
"YGL143C"	4
"YGL095C"	2
"YKR039W"	1
"YNL307C"	2
"YMR280C"	1
"YJL148W"	2
"YLR218C"	5
"YHR158C"	1
"YER040W"	1
"YJR032W"	2
"YBL027W"	2
"YER102W"	2
"YGL189C"	2
"YCL058C"	3
"YIL162W"	1
"YJL125C"	2
"YNL116W"	1
"YLR233C"	1
"YKR050W"	3
"YPL033C"	1
"YDL112W"	2
"YLR461W"	4
"YPL034W"	5
"YDL103C"	2
"YHL018W"	3
"YFR048W"	1
"YOL032W"	1
"YLR303W"	1
"YJL100W"	1
"YCR042C"	1
"YGL001C"	2
"YPR200C"	3
"YLR387C"	1
"YJL068C"	5
"YGR272C"	2
"YJL158C"	2
"YCR023C"	4
"YMR279C"	3
"YDL057W"	1
"YGL038C"	5
"YML117W"	1
"YLL038C"	2
"YDL105W"	3
"YBR217W"	1
"YGR024C"	2
"YDR127W"	2
"YOR028C"	5
"YLR265C"	2
"YKR057W"	2
"YNR043W"	2
"YMR237W"	4
"YDR400W"	2
"YPL036W"	1
"YGR085C"	2
"YFR050C"	5
"YCR010C"	1
"YDR353W"	2
"YOR125C"	3
"YLR307C-A"	1
"YOR252W"	2
"YGL108C"	3
"YJL089W"	1
"YMR265C"	1
"YDR404C"	2
"YKL027W"	2
"YKL074C"	1
"YPL189W"	2
"YBR112C"	2
"YLR336C"	2
"YBR022W"	4
"YBR251W"	1
"YGR148C"	2
"YBR291C"	1
"YAR014C"	2
"YPL134C"	1
"YGR078C"	2
"YNR072W"	3
"YGR092W"	2
"YLR018C"	2
"YAL044C"	2
"YJR074W"	3
"YCR017C"	2
"YGL240W"	3
"YKR044W"	2
"YFR045W"	1
"YCR014C"	3
"YPR175W"	2
"YDR540C"	3
"YBR296C-A"	3
"YGR214W"	2
"YBR053C"	5
"YPL017C"	5
"YDR397C"	2
"YJR014W"	2
"YHR040W"	2
"YJR079W"	3
"YJL043W"	3
"YER123W"	1
"YDL044C"	1
"YCR063W"	2
"YGL169W"	2
"YDR345C"	4
"YDR489W"	4
"YLR026C"	2
"YGR198W"	2
"YIL042C"	1
"YLR364W"	1
"YDL033C"	1
"YML123C"	2
"YCR083W"	1
"YHR011W"	1
"YOR090C"	3
"YDR192C"	1
"YPL258C"	1
"YJL140W"	5
"YDR416W"	1
"YAL042W"	2
"YGR205W"	1
"YPL178W"	2
"YER007C-A"	2
"YLL033W"	2
"YKL190W"	2
"YBR197C"	2
"YMR044W"	1
"YOR076C"	2
"YLR020C"	2
"YPR062W"	4
"YEL061C"	2
"YLR260W"	1
"YOR209C"	2
"YLR396C"	2
"YMR294W"	1
"YLR166C"	2
"YIL044C"	4
"YOR003W"	1
"YNL233W"	1
"YKL035W"	5
"YGL057C"	1
"YOL061W"	2
"YKL053C-A"	1
"YER124C"	2
"YBL068W"	2
"YPL272C"	1
"YDR099W"	4
"YMR318C"	2
"YGL153W"	1
"YKR088C"	4
"YGR168C"	1
"YDL199C"	1
"YKL045W"	3
"YIL009C-A"	4
"YFL030W"	1
"YER139C"	1
"YKL015W"	1
"YER019C-A"	2
"YPR187W"	2
"YCL039W"	1
"YCL037C"	2
"YLR139C"	2
"YPR193C"	1
"YOR319W"	1
"YHR149C"	2
"YNL263C"	2
"YLR237W"	1
"YLR454W"	4
"YKL162C"	1
"YDR100W"	4
"YDR322C-A"	1
"YGL094C"	1
"YPL245W"	2
"YHR036W"	1
"YPR174C"	2
"YJL056C"	4
"YML065W"	1
"YMR282C"	1
"YAL017W"	1
"YOL097C"	2
"YKR087C"	2
"YOR341W"	2
"YJL083W"	1
"YKL002W"	1
"YCR075W-A"	2
"YDR364C"	1
"YKL089W"	1
"YJR083C"	3
"YLR433C"	2
"YGR266W"	3
"YOR174W"	3
"YHR129C"	2
"YOL015W"	3
"YKL191W"	2
"YHR214C-D"	3
"YKR101W"	1
"YER093C"	1
"YAL001C"	1
"YMR156C"	1
"YDR090C"	2
"YFR033C"	1
"YGR287C"	3
"YJL109C"	2
"YPL204W"	1
"YDR137W"	1
"YPL153C"	1
"YER149C"	3
"YDL237W"	2
"YLR275W"	3
"YBR135W"	2
"YDL148C"	2
"YOR144C"	2
"YDR381C-A"	1
"YMR142C"	2
"YOR228C"	5
"YDL229W.1"	2
"YDR387C"	5
"YLR030W"	1
"YKL187C"	1
"YKL039W"	2
"YLL040C"	1
"YML008C"	2
"YLR165C"	3
"YBR138C"	2
"YPL115C"	2
"YFL020C"	4
"YAL010C"	1
"YNL167C"	1
"YCR091W"	1
"YKL037W"	3
"YML015C"	3
"YIR011C"	4
"YGR240C-A"	3
"YBL050W"	5
"YHL030W"	1
"YPL189C-A"	1
"YMR298W"	4
"YOL055C"	1
"YMR132C"	2
"YHR049W"	4
"YJL030W"	2
"YDR325W"	2
"YMR275C"	1
"YJL207C"	3
"YDR363W-A"	4
"YDR038C"	2
"YKL048C"	1
"YPL045W"	2
"YMR239C"	2
"YLR363C"	5
"YPR006C"	1
"YLR075W"	2
"YMR043W"	1
"YNL008C"	4
"YLR363W-A"	2
"YOR378W"	3
"YBR273C"	1
"YAL038W"	2
"YHR070W"	2
"YPR068C"	1
"YJR120W"	2
"YIL096C"	2
"YLR038C"	1
"YDR064W"	2
"YNR004W"	2
"YIL134W"	2
"YIL121W"	5
"YLR268W"	2
"YMR161W"	2
"YER064C"	2
"YBR077C"	4
"YCR054C"	1
"YNR066C"	2
"YIL006W"	1
"YLR007W"	2
"YDR175C"	1
"YMR025W"	5
"YDR375C"	3
"YER176W"	2
"YHR113W"	1
"YDL060W"	2
"YLR271W"	1
"YPR179C"	1
"YOR137C"	1
"YJL063C"	1
"YBR056W"	5
"YDR191W"	2
"YPR163C"	2
"YGL178W"	1
"YLR189C"	1
"YOR152C"	1
"YML021C"	3
"YFL050C"	3
"YNL295W"	1
"YDR234W"	2
"YDL222C"	5
"YNL301C"	2
"YMR274C"	1
"YNL073W"	1
"YBR275C"	3
"YER093C-A"	3
"YKL112W"	1
"YMR137C"	1
"YLR063W"	2
"YIR007W"	1
"YMR159C"	3
"YIR030C"	2
"YKR085C"	1
"YGL068W"	1
"YCL026C-A"	3
"YOL068C"	1
"YER170W"	3
"YGL259W"	3
"YIL150C"	3
"YOL120C"	2
"YJR099W"	2
"YKL220C"	3
"YJR150C"	1
"YLR071C"	2
"YGL254W"	5
"YKL168C"	1
"YHR051W"	1
"YIL073C"	3
"YBR162C"	2
"YHR123W"	2
"YHL028W"	3
"YNL265C"	3
"YGR197C"	1
"YKL022C"	2
"YPR181C"	2
"YDR538W"	4
"YDR496C"	2
"YDL031W"	2
"YDR188W"	5
"YLR360W"	1
"YBR219C"	3
"YIL004C"	3
"YDR337W"	1
"YPR125W"	2
"YML054C"	1
"YIL038C"	2
"YJR134C"	2
"YDR336W"	1
"YPL107W"	1
"YPR081C"	1
"YKL103C"	5
"YIR023W"	2
"YDR524C-B"	2
"YLR342W-A"	2
"YGL111W"	2
"YML049C"	2
"YJL162C"	1
"YEL069C"	2
"YGL091C"	1
"YLR249W"	2
"YLR316C"	2
"YHR072W"	2
"YLR328W"	3
"YGL070C"	2
"YBR023C"	2
"YLR224W"	2
"YEL038W"	2
"YMR202W"	2
"YDR200C"	3
"YFR016C"	1
"YGR141W"	1
"YNL217W"	3
"YKL121W"	1
"YGR177C"	2
"YCL034W"	2
"YAL067W-A"	3
"YOL020W"	2
"YCR026C"	2
"YBR136W"	1
"YOR155C"	2
"YGL122C"	1
"YOR258W"	1
"YKL034W"	1
"YHR050W-A"	2
"YKL165C"	2
"YKL122C"	2
"YLR037C"	2
"YLR306W"	1
"YOR347C"	1
"YOL064C"	1
"YDR452W"	4
"YDR349C"	2
"YFR019W"	1
"YKL033W"	2
"YGL096W"	1
"YCL011C"	2
"YDR288W"	4
"YPL180W"	1
"YDL104C"	5
"YGR218W"	2
"YGR036C"	5
"YDR109C"	1
"YBR252W"	2
"YDL008W"	2
"YDL139C"	2
"YOR022C"	1
"YPL066W"	5
"YPR005C"	1
"YHR155W"	1
"YDL043C"	3
"YKR049C"	5
"YER036C"	2
"YLR103C"	2
"YKR043C"	2
"YPR182W"	2
"YOR351C"	3
"YPL057C"	1
"YOR171C"	1
"YBR143C"	2
"YDR002W"	2
"YDR541C"	5
"YGL012W"	2
"YGR053C"	1
"YDR531W"	4
"YAL037C-A"	3
"YDR224C"	2
"YER168C"	2
"YLR091W"	3
"YDR347W"	2
"YOR246C"	2
"YLR222C"	2
"YGR282C"	2
"YMR241W"	2
"YLR131C"	3
"YML075C"	2
"YPL096C-A"	2
"YMR071C"	4
"YPR093C"	1
"YER006W"	2
"YCR052W"	3
"YFL020C.1"	4
"YCL059C"	2
"YOR190W"	3
"YHR200W"	4
"YOR257W"	4
"YDR235W"	3
"YGL238W"	2
"YGR166W"	2
"YDL046W"	5
"YLR267W"	1
"YOL154W"	4
"YDR534C"	3
"YDR354W"	2
"YLR040C"	2
"YMR037C"	1
"YBR121C"	2
"YLR457C"	1
"YHR178W"	1
"YHR085W"	2
"YGR213C"	3
"YHR140W"	1
"YHR062C"	2
"YOL142W"	2
"YHR139C"	5
"YBL049W"	5
"YLR231C"	1
"YOR047C"	4
"YDR370C"	3
"YPR107C"	3
"YKR003W"	2
"YLR437C"	3
"YOR353C"	3
"YLR274W"	2
"YDR490C"	1
"YLR214W"	2
"YFR039C"	2
"YBR151W"	5
"YOL077C"	2
"YDR458C"	1
"YPL019C"	2
"YPR140W"	1
"YDR502C"	1
"YKR104W"	3
"YDL025C"	1
"YHR063C"	2
"YLL015W"	1
"YKR098C"	1
"YOL155W-A"	3
"YDR061W"	1
"YOR389W"	2
"YER136W"	5
"YPL026C"	1
"YDL047W"	1
"YNL049C"	2
"YLR208W"	4
"YGR149W"	1
"YPL151C"	1
"YDR043C"	1
"YOR217W"	3
"YGL171W"	2
"YLR376C"	2
"YML099C"	2
"YBR079C"	2
"YDL076C"	5
"YML105C"	2
"YPR135W"	2
"YDL089W"	2
"YOR080W"	2
"YGR208W"	2
"YBR131W"	2
"YOR049C"	4
"YLL006W"	1
"YLR234W"	3
"YPR010C"	2
"YAL035W"	2
"YMR123W"	2
"YDR292C"	2
"YMR010W"	2
"YKL019W"	2
"YOR238W"	2
"YDR390C"	3
"YNL259C"	4
"YOL132W"	3
"YER126C"	2
"YGL189C.1"	2
"YIL115C"	1
"YDR528W"	2
"YIL069C"	2
"YGL156W"	5
"YNL111C"	2
"YMR078C"	2
"YPR017C"	4
"YPR043W"	2
"YAR035C-A"	3
"YCR090C"	2
"YNL152W"	2
"YGL168W"	5
"YGL055W"	1
"YGR170W"	3
"YMR225C"	1
"YER089C"	2
"YOR349W"	2
"YML131W"	5
"YOL144W"	2
"YAR027W"	4
"YNL149C"	4
"YOR099W"	2
"YLR239C"	1
"YDL160C-A"	3
"YNL161W"	1
"YPL132W"	1
"YER088C"	1
"YDR380W"	5
"YCR093W"	2
"YJL139C"	1
"YAR031W"	3
"YPL193W"	2
"YER101C"	1
"YNL242W"	1
"YNL121C"	4
"YNL113W"	2
"YDR395W"	2
"YMR004W"	1
"YNR031C"	1
"YAL064W-B"	3
"YDR520C"	1
"YDR217C"	2
"YOL104C"	2
"YIR031C"	3
"YHR122W"	1
"YPL141C"	3
"YDR067C"	3
"YDR184C"	2
"YAR002C-A"	2
"YDR524C"	4
"YBL067C"	1
"YDR428C"	4
"YDR213W"	4
"YGR089W"	1
"YBR015C"	2
"YDR036C"	2
"YOL127W"	2
"YKL161C"	5
"YOR008C"	1
"YMR179W"	1
"YDR297W"	4
"YOR298C-A"	5
"YOR061W"	2
"YIL112W"	1
"YGL172W"	2
"YFR025C"	2
"YIR004W"	1
"YPL138C"	1
"YDR306C"	1
"YKL183C-A"	3
"YGL047W"	5
"YPR162C"	2
"YDR453C"	5
"YKR081C"	2
"YGR295C"	2
"YOR213C"	4
"YDR272W"	1
"YDR273W"	1
"YPR191W"	1
"YJR046W"	2
"YNL212W"	2
"YDR237W"	1
"YLR410W"	5
"YGR223C"	1
"YOL133W"	4
"YPR151C"	1
"YML032C"	2
"YGL242C"	2
"YBR267W"	2
"YER100W"	2
"YML096W"	2
"YDR227W"	1
"YDR525W-A"	1
"YMR309C"	2
"YMR315W"	4
"YDR506C"	3
"YDL159W-A"	3
"YFR002W"	2
"YHR060W"	2
"YDL133W"	1
"YIL090W"	2
"YOR344C"	1
"YLR077W"	1
"YIR006C"	5
"YGR204W"	1
"YHL048C-A"	3
"YGR087C"	1
"YHL006C"	5
"YPR001W"	1
"YOL148C"	1
"YNR047W"	1
"YJR152W"	3
"YDL182W"	1
"YER150W"	5
"YBR154C"	2
"YDR081C"	2
"YDR083W"	2
"YAR008W"	2
"YER066W"	1
"YBR257W"	3
"YGL190C"	1
"YDL243C"	1
"YMR180C"	3
"YDL230W"	5
"YAL053W"	1
"YLR243W"	2
"YJR010C-A"	3
"YDR186C"	1
"YLR436C"	1
"YGR084C"	1
"YKL011C"	2
"YCR024C-A"	2
"YDL095W"	2
"YNL153C"	2
"YNL270C"	3
"YJL208C"	2
"YKR052C"	4
"YFL004W"	2
"YNL240C"	3
"YBR175W"	4
"YCL027W"	2
"YER024W"	1
"YCR095C"	1
"YMR187C"	1
"YER163C"	4
"YOR101W"	2
"YLR244C"	2
"YGL119W"	2
"YNR037C"	1
"YOL047C"	3
"YPR025C"	3
"YJR143C"	2
"YLR172C"	2
"YDL130W-A"	1
"YBR165W"	1
"YAL007C"	2
"YGR211W"	2
"YBL101W-A"	1
"YLR120C"	5
"YEL030W"	1
"YDL145C"	4
"YDR159W"	2
"YPL260W"	5
"YLR356W"	1
"YER054C"	1
"YMR023C"	1
"YOL022C"	2
"YKL174C"	1
"YDR374C"	3
"YJL052C-A"	3
"YLR049C"	3
"YMR263W"	3
"YNL045W"	4
"YHR067W"	1
"YPR118W"	2
"YNL169C"	2
"YCR057C"	2
"YHR143W-A"	2
"YML025C"	1
"YPL250C"	1
"YOL043C"	3
"YKL206C"	4
"YBL001C"	5
"YGR253C"	4
"YLR291C"	2
"YLR430W"	1
"YEL054C"	2
"YOL038C-A"	3
"YIL091C"	2
"YER146W"	2
"YKL186C"	4
"YEL047C"	2
"YJL024C"	2
"YML057W"	1
"YNL199C"	2
"YPR020W"	1
"YHR181W"	4
"YGL041C-B"	3
"YNL252C"	1
"YDR129C"	5
"YHR186C"	1
"YAL005C"	5
"YGL092W"	2
"YFL017C"	2
"YOR385W"	5
"YGL085W"	1
"YAL029C"	2
"YKL149C"	1
"YFR001W"	2
"YGL063W"	3
"YBR016W"	5
"YMR125W"	2
"YDR519W"	2
"YNL251C"	2
"YJL131C"	1
"YPL092W"	1
"YPR165W"	2
"YFL008W"	2
"YKL205W"	2
"YGL066W"	1
"YGL235W"	3
"YML026C"	2
"YNL160W"	5
"YDR052C"	1
"YMR242C"	2
"YKL072W"	1
"YGL062W"	1
"YBR293W"	5
"YMR116C"	2
"YDR141C"	2
"YJL164C"	1
"YNL068C"	2
"YKR022C"	1
"YLR204W"	1
"YPR141C"	2
"YOR365C"	3
"YDR147W"	2
"YLR323C"	1
"YGR239C"	1
"YER073W"	2
"YIL013C"	1
"YOR308C"	2
"YMR196W"	5
"YJL144W"	1
"YJL123C"	1
"YBL105C"	1
"YBR111C"	4
"YML022W"	2
"YGR031W"	1
"YKL124W"	1
"YJL041W"	5
"YDL109C"	3
"YPR111W"	1
"YPR060C"	2
"YHR209W"	5
"YAL058W"	2
"YMR242W-A"	3
"YHR189W"	3
"YIR012W"	2
"YMR055C"	5
"YNL309W"	2
"YBR085C-A"	1
"YGR252W"	3
"YKL084W"	4
"YGL110C"	3
"YMR170C"	1
"YGR201C"	1
"YGL175C"	3
"YDR379C-A"	1
"YPL043W"	2
"YBL051C"	2
"YGL185C"	3
"YOL053W"	5
"YOR336W"	1
"YNR050C"	2
"YBL101C"	1
